id,v,w,x,y,z,ts_in,ts_out
39443,0.038,0.829,0.202,0.513,0.021,582,1526
39444,0.787,0.63,0.532,0.569,0.722,39,1605
39445,0.14,0.985,0.435,0.178,0.896,40,1600
39446,0.283,0.183,0.129,0.99,0.611,937,1938
39447,0.0,0.159,0.271,0.764,0.741,667,1667
39448,0.371,0.087,0.296,0.248,0.591,471,1016
39449,0.982,0.762,0.644,0.679,0.6,754,1079
39450,0.288,0.045,0.318,0.063,0.088,489,751
39451,0.48,0.437,0.237,0.542,0.6,696,1260
39452,0.065,0.483,0.404,0.277,0.986,310,666
39453,0.613,0.72,0.178,0.81,0.958,863,1640
39454,0.457,0.323,0.162,0.73,0.738,16,51
39455,0.861,0.584,0.52,0.943,0.062,637,1493
39456,0.33,0.367,0.295,0.337,0.018,424,1365
39457,0.983,0.945,0.494,0.835,0.132,665,1252
39458,0.537,0.385,0.465,0.729,0.143,544,1598
39459,0.006,0.362,0.766,0.249,0.986,596,1306
39460,0.03,0.8,0.378,0.449,0.354,766,1293
39461,0.53,0.004,0.964,0.914,0.686,593,1323
39462,0.051,0.092,0.815,0.7,0.461,504,1564
39463,0.419,0.053,0.947,0.225,0.524,84,1847
39464,0.084,0.957,0.713,0.721,0.494,592,1648
39465,0.995,0.724,0.342,0.389,0.151,880,1391
39466,0.522,0.655,0.104,0.868,0.418,140,1933
39467,0.808,0.028,0.616,0.131,0.789,450,1110
39468,0.539,0.242,0.999,0.396,0.513,95,1341
39469,0.203,0.886,0.678,0.483,0.125,442,864
39470,0.502,0.062,0.973,0.166,0.298,109,980
39471,0.933,0.973,0.245,0.081,0.829,137,876
39472,0.046,0.147,0.3,0.022,0.529,705,720
39473,0.58,0.543,0.17,0.892,0.678,337,1456
39474,0.165,0.745,0.284,0.211,0.825,634,1960
39475,0.745,0.406,0.325,0.71,0.354,140,1454
39476,0.297,0.671,0.813,0.759,0.415,947,1933
39477,0.064,0.777,0.185,0.453,0.449,40,438
39478,0.967,0.743,0.875,0.75,0.827,65,1571
39479,0.136,0.384,0.764,0.798,0.423,16,1108
39480,0.736,0.472,0.65,0.541,0.661,730,933
39481,0.411,0.226,0.554,0.646,0.455,843,1742
39482,0.663,0.745,0.559,0.948,0.394,734,749
39483,0.322,0.962,0.004,0.482,0.027,878,1713
39484,0.563,0.475,0.682,0.435,0.607,339,1287
39485,0.507,0.828,0.306,0.453,0.554,787,1400
39486,0.069,0.154,0.689,0.72,0.663,405,1087
39487,0.886,0.045,0.503,0.86,0.3,368,1527
39488,0.302,0.125,0.429,0.854,0.698,106,1234
39489,0.899,0.211,0.019,0.13,0.167,876,1579
39490,0.106,0.885,0.891,0.003,0.229,345,1802
39491,0.195,0.092,0.06,0.55,0.034,593,1649
39492,0.904,0.238,0.39,0.147,0.064,512,1101
39493,0.209,0.379,0.846,0.079,0.908,295,1586
39494,0.791,0.35,0.704,0.497,0.453,540,747
39495,0.157,0.557,0.479,0.919,0.611,470,1428
39496,0.026,0.087,0.601,0.432,0.809,69,1331
39497,0.686,0.321,0.257,0.534,0.127,537,1205
39498,0.396,0.564,0.369,0.011,0.363,916,985
39499,0.967,0.38,0.093,0.958,0.833,381,1543
39500,0.751,0.023,0.772,0.559,0.906,508,631
39501,0.285,0.112,0.68,0.219,0.279,12,1517
39502,0.408,0.267,0.81,0.753,0.248,1,581
39503,0.694,0.195,0.332,0.438,0.315,15,490
39504,0.239,0.707,0.724,0.547,0.637,25,510
39505,0.563,0.714,0.656,0.425,0.779,892,998
39506,0.669,0.325,0.959,0.454,0.088,176,1562
39507,0.21,0.211,0.524,0.973,0.258,417,1716
39508,0.753,0.966,0.99,0.091,0.115,721,1138
39509,0.192,0.9,0.197,0.558,0.574,682,1859
39510,0.541,0.489,0.957,0.009,0.117,234,533
39511,0.712,0.102,0.168,0.485,0.013,239,1334
39512,0.984,0.07,0.976,0.276,0.909,303,1558
39513,0.404,0.668,0.635,0.336,0.812,412,1754
39514,0.237,0.709,0.294,0.681,0.301,364,1389
39515,0.208,0.316,0.704,0.485,0.042,431,442
39516,0.203,0.039,0.54,0.758,0.392,302,370
39517,0.314,0.653,0.837,0.804,0.219,394,1779
39518,0.166,0.161,0.476,0.021,0.159,395,1928
39519,0.303,0.196,0.031,0.242,0.88,998,1056
39520,0.682,0.748,0.667,0.629,0.216,848,1551
39521,0.124,0.546,0.073,0.112,0.011,210,1695
39522,0.756,0.001,0.096,0.6,0.657,618,660
39523,0.043,0.102,0.231,0.452,0.02,711,1423
39524,0.118,0.078,0.711,0.944,0.348,355,507
39525,0.33,0.095,0.474,0.34,0.599,437,1157
39526,0.495,0.655,0.772,0.9,0.307,411,705
39527,0.354,0.356,0.114,0.607,0.73,731,769
39528,0.513,0.448,0.961,0.65,0.916,384,1355
39529,0.44,0.391,0.799,0.622,0.578,317,1513
39530,0.761,0.533,0.514,0.969,0.115,320,372
39531,0.417,0.277,0.447,0.687,0.66,514,1549
39532,0.741,0.035,0.644,0.839,0.306,667,1193
39533,0.521,0.335,0.309,0.98,0.927,350,894
39534,0.105,0.938,0.205,0.102,0.748,289,1645
39535,0.944,0.476,0.69,0.633,0.788,652,1554
39536,0.964,0.148,0.787,0.196,0.016,787,1986
39537,0.425,0.386,0.384,0.849,0.368,311,797
39538,0.952,0.765,0.454,0.177,0.046,922,1325
39539,0.549,0.299,0.632,0.62,0.703,219,1050
39540,0.656,0.315,0.472,0.681,0.537,698,925
39541,0.46,0.422,0.329,0.298,0.912,107,914
39542,0.333,0.669,0.505,0.529,0.445,105,862
39543,0.522,0.59,0.633,0.195,0.898,21,1501
39544,0.987,0.643,0.962,0.766,0.96,145,1723
39545,0.7,0.683,0.943,0.522,0.676,127,1085
39546,0.885,0.29,0.89,0.413,0.079,379,1655
39547,0.332,0.648,0.662,0.888,0.355,913,1850
39548,0.969,0.127,0.193,0.165,0.953,431,718
39549,0.765,0.666,0.492,0.572,0.012,937,1942
39550,0.298,0.275,0.895,0.036,0.021,780,1780
39551,0.829,0.27,0.968,0.377,0.536,623,785
39552,0.384,0.138,0.514,0.501,0.394,646,1202
39553,0.444,0.359,0.855,0.914,0.027,814,1612
39554,0.821,0.913,0.541,0.095,0.505,101,1251
39555,0.762,0.14,0.462,0.508,0.629,440,1358
39556,0.524,0.198,0.1,0.561,0.757,741,1819
39557,0.135,0.223,0.271,0.676,0.01,863,1389
39558,0.83,0.581,0.195,0.612,0.035,981,1127
39559,0.62,0.991,0.485,0.485,0.66,365,1491
39560,0.335,0.47,0.014,0.105,0.019,588,1055
39561,0.156,0.589,0.52,0.42,0.779,126,574
39562,0.419,0.739,0.804,0.129,0.928,279,822
39563,0.489,0.94,0.75,0.493,0.26,163,1075
39564,0.221,0.815,0.913,0.942,0.233,448,1173
39565,0.541,0.562,0.984,0.305,0.723,322,1583
39566,0.587,0.434,0.963,0.22,0.528,78,962
39567,0.051,0.224,0.143,0.631,0.497,177,1041
39568,0.159,0.555,0.693,0.895,0.055,284,661
39569,0.207,0.097,0.662,0.9,0.891,851,1413
39570,0.288,0.566,0.184,0.003,0.207,430,1192
39571,0.646,0.848,0.176,0.527,0.17,828,1302
39572,0.552,0.24,0.664,0.992,0.376,233,755
39573,0.093,0.766,0.576,0.353,0.262,317,645
39574,0.302,0.664,0.547,0.105,0.406,861,1478
39575,0.224,0.894,0.427,0.331,0.392,983,1707
39576,0.57,0.548,0.957,0.454,0.259,629,1845
39577,0.428,0.302,0.911,0.06,0.655,719,1003
39578,0.84,0.888,0.436,0.502,0.239,80,1730
39579,0.331,0.63,0.968,0.602,0.551,761,926
39580,0.024,0.094,0.138,0.089,0.884,726,1711
39581,0.301,0.57,0.075,0.983,0.173,434,1501
39582,0.83,0.302,0.323,0.112,0.528,326,1711
39583,0.81,0.829,0.678,0.823,0.908,422,585
39584,0.6,0.486,0.749,0.625,0.232,88,1477
39585,0.88,0.59,0.475,0.894,0.105,336,551
39586,0.203,0.303,0.95,0.927,0.309,726,1286
39587,0.731,0.215,0.108,0.312,0.425,368,896
39588,0.227,0.86,0.807,0.657,0.148,393,1546
39589,0.067,0.697,0.786,0.95,0.604,359,1663
39590,0.807,0.558,0.78,0.505,0.011,569,901
39591,0.818,0.907,0.267,0.106,0.497,581,1836
39592,0.123,0.703,0.207,0.545,0.82,567,1711
39593,0.213,0.453,0.838,0.036,0.463,764,949
39594,0.179,0.555,0.62,0.948,0.905,682,1243
39595,0.974,0.65,0.315,0.531,0.405,172,1067
39596,0.413,0.5,0.48,0.161,0.602,961,1443
39597,0.204,0.012,0.09,0.896,0.288,432,870
39598,0.401,0.579,0.877,0.794,0.351,995,1987
39599,0.026,0.777,0.429,0.113,0.371,854,1364
39600,0.223,0.433,0.644,0.533,0.592,612,1071
39601,0.763,0.599,0.698,0.696,0.707,811,1571
39602,0.536,0.468,0.753,0.023,0.294,306,1361
39603,0.024,0.219,0.164,0.858,0.221,252,724
39604,0.078,0.296,0.449,0.735,0.214,695,1406
39605,0.925,0.675,0.299,0.431,0.668,838,1104
39606,0.674,0.232,0.648,0.072,0.725,813,1719
39607,0.441,0.645,0.511,0.947,0.647,946,1761
39608,0.639,0.084,0.569,0.871,0.302,359,1342
39609,0.953,0.519,0.891,0.242,0.499,735,1711
39610,0.618,0.469,0.185,0.748,0.873,106,1077
39611,0.282,0.782,0.6,0.038,0.496,165,1550
39612,0.438,0.991,0.696,0.434,0.336,127,1716
39613,0.685,0.147,0.868,0.195,0.721,627,1771
39614,0.206,0.547,0.976,0.972,0.07,805,1752
39615,0.372,0.546,0.632,0.97,0.821,422,808
39616,0.282,0.024,0.793,0.404,0.889,928,1446
39617,0.864,0.086,0.017,0.964,0.311,495,1212
39618,0.26,0.769,0.579,0.366,0.914,262,285
39619,0.597,0.336,0.374,0.754,0.393,370,1239
39620,0.699,0.761,0.106,0.468,0.631,370,1720
39621,0.319,0.438,0.087,0.988,0.167,835,1627
39622,0.954,0.451,0.832,0.067,0.797,490,1483
39623,0.115,0.188,0.79,0.078,0.757,833,905
39624,0.717,0.361,0.111,0.67,0.181,413,930
39625,0.302,0.603,0.899,0.191,0.278,996,1358
39626,0.093,0.487,0.28,0.944,0.908,569,1761
39627,0.303,0.823,0.011,0.932,0.536,890,1498
39628,0.468,0.982,0.981,0.529,0.912,149,392
39629,0.542,0.311,0.017,0.221,0.188,193,1673
39630,0.519,0.939,0.93,0.829,0.48,467,588
39631,0.756,0.602,0.496,0.592,0.586,88,564
39632,0.314,0.201,0.057,0.993,0.777,126,1663
39633,0.111,0.759,0.101,0.074,0.865,632,1374
39634,0.405,0.325,0.977,0.777,0.803,425,1226
39635,0.515,0.184,0.817,0.326,0.033,359,1732
39636,0.651,0.397,0.194,0.077,0.848,424,484
39637,0.768,0.484,0.744,0.933,0.749,686,1797
39638,0.275,0.623,0.677,0.59,0.823,272,1913
39639,0.894,0.836,0.063,0.311,0.786,170,442
39640,0.13,0.338,0.429,0.778,0.893,427,573
39641,0.308,0.043,0.5,0.949,0.459,665,846
39642,0.373,0.442,0.672,0.729,0.95,451,1076
39643,0.625,0.349,0.61,0.46,0.431,228,1763
39644,0.489,0.34,0.249,0.844,0.868,278,1038
39645,0.027,0.599,0.311,0.679,0.087,652,656
39646,0.329,0.468,0.954,0.813,0.243,859,1359
39647,0.57,0.977,0.752,0.032,0.335,97,1823
39648,0.463,0.046,0.309,0.359,0.975,708,796
39649,0.444,0.77,0.102,0.565,0.837,605,1225
39650,0.398,0.378,0.475,0.371,0.365,630,1530
39651,0.37,0.046,0.518,0.744,0.79,787,1700
39652,0.964,0.298,0.246,0.859,0.695,623,1813
39653,0.983,0.647,0.781,0.152,0.878,951,1085
39654,0.894,0.878,0.1,0.149,0.515,643,1161
39655,0.575,0.607,0.731,0.246,0.57,66,392
39656,0.845,0.055,0.532,0.013,0.767,387,1086
39657,0.073,0.384,0.934,0.084,0.738,69,101
39658,0.225,0.415,0.662,0.543,0.862,311,1936
39659,0.01,0.561,0.917,0.808,0.372,986,1234
39660,0.716,0.219,0.963,0.389,0.477,805,1126
39661,0.727,0.746,0.344,0.538,0.389,888,1045
39662,0.513,0.842,0.401,0.224,0.471,369,1251
39663,0.869,0.635,0.982,0.068,0.584,130,1311
39664,0.156,0.142,0.716,0.849,0.93,536,1402
39665,0.2,0.247,0.209,0.068,0.174,283,1810
39666,0.834,0.607,0.801,0.635,0.326,400,1000
39667,0.803,0.942,0.649,0.437,0.462,517,1743
39668,0.449,0.326,0.288,0.635,0.293,11,1651
39669,0.786,0.049,0.023,0.551,0.935,425,709
39670,0.459,0.926,0.811,0.108,0.785,409,489
39671,0.556,0.94,0.927,0.697,0.84,852,1175
39672,0.221,0.636,0.926,0.474,0.332,221,620
39673,0.794,0.949,0.3,0.302,0.601,616,699
39674,0.803,0.436,0.024,0.389,0.908,48,1904
39675,0.366,0.838,0.146,0.89,0.324,117,1703
39676,0.099,0.603,0.185,0.554,0.614,87,1703
39677,0.231,0.543,0.026,0.618,0.925,279,1164
39678,0.689,0.954,0.15,0.277,0.637,181,1125
39679,0.456,0.295,0.732,0.28,0.707,583,630
39680,0.14,0.038,0.39,0.74,0.958,114,1022
39681,0.204,0.009,0.388,0.964,0.792,484,1514
39682,0.547,0.152,0.203,0.565,0.92,495,1966
39683,0.704,0.061,0.355,0.716,0.79,31,322
39684,0.481,0.433,0.363,0.498,0.758,775,1842
39685,0.538,0.061,0.775,0.284,0.015,90,522
39686,0.98,0.411,0.024,0.456,0.08,209,1376
39687,0.643,0.398,0.218,0.988,0.678,682,1206
39688,0.937,0.21,0.438,0.899,0.805,864,1055
39689,0.92,0.291,0.139,0.209,0.528,185,1907
39690,0.326,0.281,0.026,0.381,0.925,370,521
39691,0.707,0.339,0.153,0.332,0.008,170,1059
39692,0.94,0.923,0.136,0.925,0.5,160,1617
39693,0.939,0.99,0.47,0.977,0.417,104,1354
39694,0.005,0.493,0.698,0.837,0.776,554,844
39695,0.184,0.477,0.62,0.725,0.373,926,1012
39696,0.916,0.612,0.651,0.096,0.066,752,1275
39697,0.108,0.724,0.853,0.527,0.647,106,163
39698,0.677,0.876,0.707,0.257,0.149,921,1147
39699,0.492,0.888,0.668,0.476,0.234,946,1203
39700,0.367,0.739,0.611,0.692,0.629,651,1266
39701,0.53,0.627,0.097,0.297,0.916,700,965
39702,0.286,0.536,0.966,0.886,0.202,980,1021
39703,0.002,0.349,0.938,0.609,0.716,759,1809
39704,0.014,0.893,0.543,0.958,0.704,315,1249
39705,0.475,0.489,0.323,0.767,0.175,673,961
39706,0.829,0.736,0.255,0.859,0.734,465,1506
39707,0.453,0.181,0.056,0.004,0.731,218,315
39708,0.788,0.194,0.323,0.092,0.769,463,1650
39709,0.269,0.193,0.841,0.482,0.945,838,1377
39710,0.675,0.513,0.573,0.854,0.62,308,1030
39711,0.99,0.219,0.242,0.15,0.469,813,1272
39712,0.23,0.926,0.147,0.327,0.386,862,895
39713,0.14,0.317,0.476,0.753,0.53,268,630
39714,0.3,0.079,0.808,0.397,0.919,235,1887
39715,0.476,0.922,0.983,0.853,0.085,479,966
39716,0.939,0.014,0.515,0.592,0.662,175,1780
39717,0.512,0.058,0.69,0.43,0.268,752,1362
39718,0.714,0.575,0.181,0.096,0.251,627,1955
39719,0.073,0.354,0.749,0.373,0.804,701,1096
39720,0.628,0.387,0.085,0.346,0.79,604,1463
39721,0.355,0.803,0.636,0.185,0.764,478,513
39722,0.782,0.152,0.719,0.972,0.243,864,1887
39723,0.055,0.429,0.506,0.357,0.38,616,741
39724,0.371,0.039,0.972,0.875,0.932,198,1291
39725,0.984,0.834,0.233,0.587,0.955,706,1372
39726,0.998,0.359,0.297,0.752,0.836,7,1946
39727,0.919,0.431,0.129,0.529,0.72,761,1569
39728,0.234,0.209,0.304,0.156,0.341,386,1060
39729,0.693,0.063,0.351,0.697,0.854,450,1968
39730,0.702,0.56,0.477,0.724,0.838,381,1731
39731,0.976,0.476,0.242,0.121,0.617,496,693
39732,0.938,0.526,0.851,0.391,0.972,705,978
39733,0.987,0.245,0.192,0.625,0.056,276,1957
39734,0.9,0.828,0.428,0.568,0.71,538,670
39735,0.077,0.172,0.926,0.251,0.727,708,1780
39736,0.845,0.955,0.691,0.07,0.631,939,1645
39737,0.448,0.052,0.595,0.49,0.24,353,1175
39738,0.434,0.039,0.722,0.139,0.684,911,1218
39739,0.528,0.952,0.866,0.46,0.603,892,1064
39740,0.806,0.542,0.462,0.334,0.564,368,1817
39741,0.812,0.73,0.516,0.863,0.876,667,862
39742,0.758,0.134,0.379,0.234,0.22,454,1093
39743,0.071,0.904,0.463,0.879,0.92,188,1506
39744,0.782,0.809,0.835,0.435,0.044,108,454
39745,0.115,0.505,0.97,0.041,0.557,517,1630
39746,0.731,0.017,0.095,0.526,0.212,103,1270
39747,0.817,0.173,0.435,0.92,0.208,191,1259
39748,0.442,0.03,0.234,0.958,0.126,509,785
39749,0.691,0.783,0.438,0.887,0.29,819,1477
39750,0.603,0.78,0.892,0.219,0.532,126,1414
39751,0.053,0.449,0.721,0.894,0.951,654,1560
39752,0.272,0.385,0.792,0.196,0.57,248,914
39753,0.537,0.416,0.454,0.111,0.245,108,1623
39754,0.043,0.232,0.942,0.998,0.816,478,1727
39755,0.176,0.519,0.024,0.485,0.14,796,1512
39756,0.223,0.912,0.174,0.14,0.738,252,339
39757,0.352,0.138,0.198,0.191,0.917,992,993
39758,0.515,0.017,0.362,0.354,0.057,806,857
39759,0.181,0.836,0.471,0.754,0.96,739,1953
39760,0.298,0.382,0.757,0.566,0.305,493,1494
39761,0.958,0.554,0.653,0.676,0.508,499,1292
39762,0.152,0.401,0.13,0.151,0.594,97,399
39763,0.756,0.616,0.436,0.099,0.062,710,1416
39764,0.24,0.332,0.115,0.369,0.905,863,1063
39765,0.789,0.899,0.392,0.515,0.715,631,1656
39766,0.176,0.956,0.545,0.524,0.412,966,1506
39767,0.06,0.69,0.375,0.231,0.801,727,1114
39768,0.622,0.856,0.831,0.682,0.348,290,1575
39769,0.693,0.677,0.284,0.753,0.53,729,1560
39770,0.985,0.044,0.715,0.996,0.071,172,1562
39771,0.549,0.173,0.438,0.425,0.386,229,1931
39772,0.787,0.911,0.455,0.362,0.067,939,1174
39773,0.976,0.955,0.179,0.056,0.074,2,1259
39774,0.78,0.397,0.845,0.874,0.686,922,1085
39775,0.274,0.582,0.264,0.279,0.52,657,1136
39776,0.612,0.395,0.588,0.866,0.774,589,1567
39777,0.286,0.933,0.441,0.364,0.692,163,1508
39778,0.871,0.224,0.687,0.023,0.417,457,1493
39779,0.906,0.445,0.2,0.363,0.894,133,1354
39780,0.782,0.103,0.536,0.851,0.821,860,1118
39781,0.939,0.332,0.706,0.375,0.125,671,943
39782,0.205,0.032,0.281,0.567,0.337,723,818
39783,0.293,0.697,0.23,0.388,0.35,245,1506
39784,0.706,0.458,0.343,0.313,0.616,923,1936
39785,0.891,0.166,0.324,0.845,0.491,670,1973
39786,0.642,0.197,0.297,0.316,0.902,878,1194
39787,0.422,0.364,0.618,0.602,0.708,730,1685
39788,0.86,0.142,0.256,0.202,0.638,722,1058
39789,0.826,0.988,0.455,0.098,0.796,613,1901
39790,0.327,0.14,0.213,0.371,0.789,268,1444
39791,0.226,0.967,0.921,0.87,0.097,948,1146
39792,0.475,0.287,0.486,0.307,0.632,852,1992
39793,0.167,0.63,0.557,0.973,0.873,962,1871
39794,0.728,0.134,0.506,0.296,0.952,547,964
39795,0.37,0.842,0.168,0.594,0.892,536,738
39796,0.189,0.985,0.822,0.128,0.329,300,790
39797,0.153,0.586,0.12,0.545,0.286,966,1894
39798,0.267,0.689,0.519,0.315,0.54,1000,1945
39799,0.15,0.862,0.95,0.758,0.722,199,640
39800,0.554,0.292,0.578,0.246,0.535,130,1088
39801,0.958,0.336,0.808,0.878,0.375,478,841
39802,0.356,0.315,0.141,0.657,0.938,540,1512
39803,0.362,0.361,0.775,0.319,0.416,302,1887
39804,0.076,0.503,0.025,0.789,0.823,29,262
39805,0.132,0.701,0.917,0.364,0.875,89,303
39806,0.593,0.146,0.248,0.596,0.751,569,1878
39807,0.565,0.148,0.346,0.388,0.173,799,1144
39808,0.895,0.348,0.977,0.066,0.188,179,1641
39809,0.321,0.475,0.121,0.192,0.821,198,665
39810,0.832,0.706,0.831,0.009,0.323,25,1919
39811,0.911,0.133,0.98,0.499,0.322,99,1864
39812,0.974,0.93,0.472,0.419,0.22,79,756
39813,0.155,0.565,0.736,0.163,0.555,887,1948
39814,0.598,0.96,0.614,0.786,0.123,898,1109
39815,0.893,0.56,0.835,0.771,0.307,201,1426
39816,0.148,0.791,0.125,0.135,0.163,819,1167
39817,0.42,0.265,0.843,0.585,0.713,509,1390
39818,0.416,0.167,0.106,0.266,0.544,579,2000
39819,0.756,0.388,0.212,0.152,0.354,700,1851
39820,0.003,0.775,0.317,0.746,0.181,604,1384
39821,0.818,0.354,0.147,0.225,0.321,550,1004
39822,0.731,0.492,0.226,0.33,0.035,376,786
39823,0.303,0.504,0.891,0.469,0.042,224,859
39824,0.942,0.039,0.026,0.783,0.973,151,770
39825,0.465,0.097,0.873,0.906,0.005,228,1088
39826,0.033,0.294,0.333,0.473,0.969,982,1284
39827,0.009,0.434,0.915,0.474,0.009,552,1769
39828,0.26,0.027,0.547,0.327,0.909,60,1867
39829,0.061,0.627,0.354,0.835,0.986,409,1004
39830,0.403,0.409,0.047,0.974,0.049,890,1092
39831,0.315,0.165,0.514,0.207,0.708,870,1966
39832,0.145,0.363,0.038,0.513,0.358,812,1771
39833,0.121,0.425,0.201,0.347,0.716,689,792
39834,0.489,0.455,0.72,0.854,0.791,507,683
39835,0.962,0.556,0.158,0.998,0.896,545,1872
39836,0.206,0.976,0.377,0.786,0.256,525,1236
39837,0.087,0.146,0.573,0.636,0.146,948,1750
39838,0.291,0.733,0.665,0.151,0.471,559,1614
39839,0.515,0.002,0.811,0.765,0.909,784,1209
39840,0.253,0.466,0.301,0.359,0.265,273,806
39841,0.824,0.025,0.88,0.404,0.99,556,789
39842,0.714,0.925,0.553,0.47,0.554,837,1519
39843,0.213,0.968,0.015,0.23,0.833,291,1920
39844,0.414,0.168,0.008,0.807,0.984,863,873
39845,0.38,0.891,0.739,0.572,0.925,846,1458
39846,0.678,0.782,0.209,0.611,0.065,172,407
39847,0.102,0.345,0.256,0.634,0.637,353,1903
39848,0.957,0.702,0.383,0.538,0.728,721,830
39849,0.144,0.955,0.82,0.203,0.453,465,919
39850,0.57,0.763,0.047,0.253,0.851,809,1006
39851,0.208,0.167,0.237,0.963,0.22,829,1950
39852,0.351,0.045,0.588,0.546,0.588,401,621
39853,0.232,0.636,0.537,0.241,0.017,700,1761
39854,0.542,0.893,0.794,0.846,0.276,760,1813
39855,0.336,0.681,0.674,0.954,0.055,626,1602
39856,0.396,0.126,0.308,0.933,0.195,325,777
39857,0.764,0.825,0.462,0.49,0.606,833,1301
39858,0.229,0.62,0.72,0.138,0.712,160,1283
39859,0.753,0.603,0.226,0.145,0.21,348,1264
39860,0.411,0.94,0.171,0.831,0.685,63,1802
39861,0.811,0.134,0.047,0.899,0.309,942,1617
39862,0.765,0.087,0.271,0.845,0.176,717,731
39863,0.649,0.727,0.594,0.974,0.201,918,1194
39864,0.974,0.611,0.438,0.752,0.8,160,753
39865,0.208,0.115,0.004,0.028,0.668,741,805
39866,0.136,0.952,0.028,0.833,0.75,945,1233
39867,0.01,0.945,0.379,0.1,0.284,331,819
39868,0.233,0.041,0.868,0.874,0.944,827,1770
39869,0.874,0.437,0.251,0.961,0.234,315,1891
39870,0.033,0.666,0.233,0.903,0.362,553,614
39871,0.982,0.871,0.929,0.901,0.33,463,1660
39872,0.703,0.745,0.584,0.472,0.935,347,1584
39873,0.54,0.137,0.382,0.394,0.001,272,1291
39874,0.438,0.27,0.627,0.415,0.129,559,1567
39875,0.879,0.223,0.699,0.892,0.6,844,1724
39876,0.675,0.115,0.922,0.926,0.216,87,887
39877,0.132,0.844,0.638,0.593,0.288,134,1530
39878,0.914,0.374,0.735,0.306,0.82,224,743
39879,0.021,0.009,0.053,0.943,0.632,843,1910
39880,0.018,0.446,0.963,0.687,0.847,555,1817
39881,0.747,0.533,0.362,0.88,0.729,916,1569
39882,0.535,0.037,0.996,0.72,0.507,332,1324
39883,0.534,0.972,0.224,0.228,0.656,392,1578
39884,0.794,0.614,0.477,0.552,0.781,965,1509
39885,0.937,0.73,0.016,0.752,0.879,375,1838
39886,0.675,0.279,0.384,0.171,0.271,850,1224
39887,0.286,0.743,0.34,0.847,0.973,645,1370
39888,0.591,0.502,0.279,0.548,0.55,498,1608
39889,0.275,0.749,0.611,0.325,0.875,407,1238
39890,0.715,0.7,0.006,0.617,0.089,93,1637
39891,0.405,0.795,0.544,0.76,0.233,904,1786
39892,0.105,0.358,0.126,1.0,0.541,967,1976
39893,0.612,0.535,0.795,0.497,0.336,32,1118
39894,0.974,0.006,0.297,0.529,0.794,392,1998
39895,0.471,0.491,0.719,0.895,0.493,661,1003
39896,0.772,0.325,0.249,0.53,0.634,622,1640
39897,0.319,0.502,0.392,0.43,0.984,243,1456
39898,0.85,0.451,0.649,0.689,0.986,782,1986
39899,0.261,0.011,0.743,0.136,0.761,675,1930
39900,0.038,0.811,0.408,0.051,0.069,171,784
39901,0.479,0.15,0.159,0.671,0.536,912,1143
39902,0.846,0.311,0.743,0.391,0.761,94,1767
39903,0.552,0.012,0.861,0.069,0.523,94,872
39904,0.727,0.197,0.02,0.92,0.707,424,1227
39905,0.421,0.388,0.609,0.323,0.072,825,1250
39906,0.654,0.03,0.414,0.601,0.877,119,1577
39907,0.132,0.286,0.131,0.643,0.57,890,1656
39908,0.116,0.074,0.006,0.634,0.714,367,1390
39909,0.987,0.613,0.538,0.231,0.116,584,1167
39910,0.898,0.915,0.336,0.676,0.487,830,1549
39911,0.964,0.045,0.162,0.115,0.144,510,1573
39912,0.247,0.556,0.261,0.62,0.266,804,1172
39913,0.905,0.393,0.311,0.203,0.645,37,337
39914,0.03,0.101,0.764,0.556,0.365,604,1092
39915,0.896,0.234,0.801,0.697,0.479,674,1408
39916,0.237,0.685,0.863,0.132,0.452,649,1901
39917,0.326,0.209,0.016,0.88,0.918,927,1864
39918,0.827,0.605,0.256,0.451,0.348,979,1089
39919,0.107,0.778,0.442,0.796,0.632,961,1203
39920,0.276,0.863,0.832,0.294,0.376,873,1110
39921,0.412,0.552,0.198,0.932,0.875,424,922
39922,0.526,0.689,0.403,0.774,0.379,491,1394
39923,0.484,0.442,0.462,0.707,0.111,224,1322
39924,0.16,0.158,0.796,0.537,0.822,279,997
39925,0.906,0.749,0.082,0.906,0.08,396,1260
39926,0.487,0.096,0.807,0.747,0.227,89,802
39927,0.668,0.859,0.849,0.238,0.079,66,1106
39928,0.819,0.641,0.609,0.935,0.257,339,1979
39929,0.354,0.352,0.236,0.697,0.161,762,1515
39930,0.884,0.987,0.011,0.176,0.971,685,1653
39931,0.69,0.407,0.848,0.162,0.349,680,1784
39932,0.04,0.338,0.963,0.507,0.026,229,1481
39933,0.482,0.085,0.381,0.148,0.661,497,1058
39934,0.626,0.707,0.244,0.755,0.648,309,818
39935,0.841,0.573,0.542,0.857,0.911,359,739
39936,0.468,0.119,0.147,0.237,0.43,527,1443
39937,0.221,0.262,0.073,0.582,0.258,52,1250
39938,0.006,0.183,0.073,0.317,0.852,170,1482
39939,0.065,0.954,0.675,0.782,0.616,665,1242
39940,0.956,0.552,0.864,0.364,0.316,117,902
39941,0.113,0.635,0.304,0.158,0.171,563,569
39942,0.696,0.238,0.467,0.5,0.023,229,751
39943,0.085,0.785,0.37,0.907,0.625,538,626
39944,0.657,0.87,0.215,0.349,0.257,421,1283
39945,0.236,0.714,0.87,0.675,0.814,192,855
