id,x,y,ts_in,ts_out
43579,0.966,0.377,363,424
43580,0.971,0.13,829,1450
43581,0.717,0.037,683,1225
43582,0.802,0.817,445,1718
43583,0.599,0.464,484,1609
43584,0.878,0.872,536,812
43585,0.748,0.94,188,736
43586,0.034,0.881,577,720
43587,0.264,0.954,210,508
43588,0.689,0.057,543,1235
43589,0.403,0.695,735,1847
43590,0.837,0.857,450,1151
43591,0.835,0.033,731,1798
43592,0.5,0.009,412,1247
43593,0.824,0.284,980,1044
43594,0.062,0.267,442,1372
43595,0.217,0.254,588,1633
43596,0.902,0.65,920,1318
43597,0.475,0.013,744,1919
43598,0.196,0.888,989,1951
43599,0.74,0.053,128,1096
43600,0.257,0.679,370,624
43601,0.294,0.713,852,1195
43602,0.869,0.846,563,1811
43603,0.09,0.684,439,685
43604,0.502,0.628,516,924
43605,0.392,0.502,616,1483
43606,0.451,0.57,208,1771
43607,0.713,0.165,272,2000
43608,0.153,0.08,814,1328
43609,0.294,0.256,577,1989
43610,0.203,0.558,319,379
43611,0.566,0.25,221,1238
43612,0.561,0.59,388,500
43613,0.215,0.917,319,1948
43614,0.184,0.396,954,1034
43615,0.895,0.397,200,1272
43616,0.835,0.881,875,1924
43617,0.134,0.937,718,1679
43618,0.981,0.316,775,1826
43619,0.024,0.564,774,1055
43620,0.063,0.6,991,1937
43621,0.184,0.159,454,1550
43622,0.365,0.143,822,1252
43623,0.955,0.305,543,1445
43624,0.555,0.227,542,1419
43625,0.472,0.831,634,1782
43626,0.367,0.65,730,1785
43627,0.753,0.291,734,774
43628,0.964,0.257,809,1536
43629,0.72,0.346,259,1723
43630,0.201,0.772,575,1755
43631,0.894,0.528,701,1692
43632,0.025,0.325,895,1350
43633,0.189,0.805,496,1656
43634,0.682,0.515,612,1056
43635,0.586,0.561,275,1926
43636,0.534,0.527,81,1078
43637,0.538,0.408,952,1939
43638,0.444,0.775,489,1358
43639,0.218,0.273,367,883
43640,0.905,0.291,95,482
43641,0.596,0.71,489,589
43642,0.912,0.307,667,1549
43643,0.82,0.867,227,1285
43644,0.183,0.009,408,1945
43645,0.058,0.575,762,1395
43646,0.874,0.354,965,1390
43647,0.107,0.017,580,816
43648,0.868,0.859,941,1387
43649,0.75,0.408,261,1693
43650,0.787,0.527,707,1237
43651,0.528,0.426,949,1842
43652,0.182,0.319,42,951
43653,0.846,0.821,248,1014
43654,0.305,0.217,660,1395
43655,0.926,0.255,868,1591
43656,0.654,0.358,544,1997
43657,0.018,0.436,193,1302
43658,0.134,0.269,865,1044
43659,0.473,0.582,508,904
43660,0.698,0.378,710,1592
43661,0.626,0.646,5,243
43662,0.221,0.075,930,1639
43663,0.295,0.185,723,1577
43664,0.542,0.659,512,976
43665,0.806,0.004,999,1652
43666,0.924,0.315,469,1358
43667,0.054,0.603,538,1285
43668,0.169,0.578,511,703
43669,0.582,0.933,423,1456
43670,0.508,0.345,84,273
43671,0.864,0.193,114,1809
43672,0.87,0.049,72,1434
43673,0.46,0.287,388,1117
43674,0.312,0.647,480,621
43675,0.586,0.038,336,1512
43676,0.635,0.482,705,1221
43677,0.424,0.011,403,530
43678,0.151,0.025,815,1639
43679,0.973,0.984,907,1731
43680,0.126,0.596,606,1064
43681,0.573,0.545,736,961
43682,0.386,0.705,570,1974
43683,0.225,0.18,981,1952
43684,0.895,0.634,91,1988
43685,0.873,0.597,598,967
43686,0.865,0.202,984,1375
43687,0.005,0.855,393,1019
43688,0.042,0.971,733,930
43689,0.765,0.952,74,435
43690,0.023,0.969,938,1038
43691,0.361,0.004,353,448
43692,0.605,0.992,596,787
43693,0.602,0.256,25,1921
43694,0.449,0.075,204,465
43695,0.618,0.982,903,1150
43696,0.426,0.375,748,1797
43697,0.874,0.728,684,1111
43698,0.352,0.647,588,1644
43699,0.298,0.897,510,1537
43700,0.347,0.576,726,1440
43701,0.941,0.812,983,1720
43702,0.194,0.326,48,1167
43703,0.988,0.134,930,1276
43704,0.702,0.035,837,1373
43705,0.358,0.606,657,1287
43706,0.108,0.421,561,1081
43707,0.495,0.182,459,1036
43708,0.944,0.814,959,1753
43709,0.267,0.754,628,1828
43710,0.164,0.767,459,704
43711,0.187,0.538,278,351
43712,0.456,0.055,674,812
43713,0.963,0.225,582,1460
43714,0.224,0.744,470,494
43715,0.806,0.768,251,813
43716,0.502,0.855,909,1443
43717,0.733,0.582,405,949
43718,0.017,0.193,268,1870
43719,0.687,0.712,297,1313
43720,0.695,0.633,913,1088
43721,0.226,0.27,712,800
43722,0.904,0.398,241,697
43723,0.379,0.064,672,1665
43724,0.636,0.998,546,1559
43725,0.948,0.245,658,1242
43726,0.882,0.432,939,1555
43727,0.944,0.56,420,842
43728,0.817,0.608,303,1630
43729,0.341,0.632,129,1811
43730,0.946,0.741,579,1160
43731,0.258,0.848,797,1890
43732,0.161,0.654,509,566
43733,0.244,0.311,10,1004
43734,0.13,0.683,983,1661
43735,0.609,0.201,922,1601
43736,0.522,0.491,696,927
43737,0.119,0.563,852,1098
43738,0.901,0.525,424,1305
43739,0.145,0.289,626,1970
43740,0.74,0.345,966,1284
43741,0.527,0.358,439,1197
43742,0.879,0.224,569,1687
43743,0.485,0.962,271,1609
43744,0.626,0.078,101,1323
43745,0.351,0.699,871,1347
43746,0.407,0.12,196,523
43747,0.116,0.23,911,1875
43748,0.43,0.321,367,1215
43749,0.421,0.848,387,1855
43750,0.499,0.099,170,1333
43751,0.32,0.677,934,1789
43752,0.48,0.308,241,865
43753,0.283,0.284,96,190
43754,0.42,0.167,915,1942
43755,0.312,0.286,461,1190
43756,0.876,0.223,159,1340
43757,0.165,0.259,206,1633
43758,0.768,0.355,915,1780
43759,0.329,0.704,477,607
43760,0.343,0.191,529,1115
43761,0.145,0.122,125,452
43762,0.902,0.643,459,1633
43763,0.557,0.146,30,1716
43764,0.656,0.136,769,1931
43765,0.441,0.626,331,1545
43766,0.405,0.689,889,1172
43767,0.358,0.218,347,1675
43768,0.187,0.383,850,1997
43769,0.663,0.847,174,205
43770,0.605,0.183,134,1497
43771,0.577,0.22,785,1395
43772,0.271,0.235,187,835
43773,0.755,0.199,752,1833
43774,0.014,0.459,501,745
43775,0.066,0.613,138,1842
43776,0.072,0.646,805,1468
43777,0.767,0.996,411,1052
43778,0.844,0.871,646,1240
43779,0.435,0.539,929,1545
43780,0.601,0.046,565,1204
43781,0.064,0.172,456,1000
43782,0.205,0.539,327,589
43783,0.767,1.0,992,1295
43784,0.467,0.869,856,1562
43785,0.561,0.187,668,1059
43786,0.368,0.569,844,1155
43787,0.86,0.208,819,1921
43788,0.879,0.67,422,1722
43789,0.112,0.681,222,277
43790,0.7,0.534,618,1641
43791,0.109,0.064,563,1436
43792,0.684,0.637,964,1104
43793,0.022,0.757,291,1193
43794,0.488,0.651,497,1246
43795,0.131,0.717,84,116
43796,0.31,0.679,183,589
43797,0.377,0.226,296,756
43798,0.642,0.396,332,1034
43799,0.434,0.62,959,1410
43800,0.777,0.695,128,749
43801,0.142,0.104,167,1728
43802,0.458,0.682,922,1189
43803,0.448,0.632,773,1671
43804,0.326,0.14,350,1792
43805,0.74,0.396,195,556
43806,0.739,0.396,441,1344
43807,0.546,0.066,360,1767
43808,0.051,0.419,786,1101
43809,0.756,0.182,247,660
43810,0.561,0.828,116,1278
43811,0.977,0.902,677,1714
43812,0.966,0.54,656,1537
43813,0.643,0.381,787,917
43814,0.38,0.311,419,756
43815,0.908,0.376,537,1096
43816,0.971,0.39,291,1186
43817,0.007,0.079,903,1192
43818,0.536,0.024,135,1547
43819,0.213,0.958,450,1830
43820,0.876,0.367,623,1404
43821,0.576,0.034,504,1301
43822,0.546,0.465,646,942
43823,0.198,0.555,875,1688
43824,0.248,0.497,641,789
43825,0.228,0.058,526,1342
43826,0.417,0.121,968,1786
43827,0.077,0.455,68,684
43828,0.948,0.17,593,1391
43829,0.712,0.46,268,1909
43830,0.996,0.206,222,1427
43831,0.585,0.064,618,1962
43832,0.203,0.225,632,705
43833,0.138,0.337,741,746
43834,0.083,0.393,810,1442
43835,0.242,0.465,480,1208
43836,0.826,0.228,629,1612
43837,0.669,0.524,104,248
43838,0.54,0.471,320,361
43839,0.039,0.994,884,1121
43840,0.743,0.85,240,710
43841,0.402,0.799,785,859
43842,0.619,0.712,235,1298
43843,0.065,0.379,20,76
43844,0.61,0.282,147,660
43845,0.756,0.459,265,1864
43846,0.747,0.16,70,271
43847,0.134,0.843,611,1072
43848,0.587,0.231,497,1837
43849,0.948,0.769,52,145
43850,0.742,0.232,558,1050
43851,0.419,0.983,295,1447
43852,0.498,0.719,788,944
43853,0.595,0.932,46,598
43854,0.492,0.849,583,1332
43855,0.624,0.696,673,711
43856,0.843,0.327,626,1407
43857,0.542,0.093,876,973
43858,0.037,0.896,52,1956
43859,0.293,0.268,216,1615
43860,0.966,0.736,727,1329
43861,0.94,0.024,725,1011
43862,0.788,0.084,656,1640
43863,0.671,0.817,914,1194
43864,0.692,0.187,112,372
43865,0.83,0.763,50,913
43866,0.918,0.5,570,646
43867,0.226,0.208,964,1103
43868,0.803,0.57,57,1989
43869,0.705,0.166,342,1951
43870,0.866,0.593,378,1009
43871,0.888,0.874,434,742
43872,0.933,0.225,539,1993
43873,0.478,0.978,405,963
43874,0.866,0.947,54,1209
43875,0.366,0.102,690,1986
43876,0.521,0.385,879,1315
43877,0.911,0.401,713,1436
43878,0.278,0.553,819,1569
43879,0.751,0.543,667,1215
43880,0.359,0.974,188,1417
43881,0.674,0.489,555,1217
43882,0.928,0.855,226,1632
43883,0.147,0.121,698,1681
43884,0.218,0.817,707,1724
43885,0.665,0.455,553,1974
43886,0.148,0.515,773,1549
43887,0.103,0.961,472,1859
43888,0.945,0.757,106,1036
43889,0.383,0.886,79,398
43890,0.969,0.692,691,913
43891,0.194,0.948,241,634
43892,0.048,0.718,604,1084
43893,0.921,0.851,950,1966
43894,0.95,0.643,781,1792
43895,0.704,0.683,163,1022
43896,0.041,0.87,223,1729
43897,0.312,0.762,720,1323
43898,0.956,0.085,286,891
43899,0.65,0.885,243,260
43900,0.793,0.768,645,851
43901,0.892,0.659,340,1014
43902,0.415,0.617,190,1328
43903,0.762,0.082,294,782
43904,0.057,0.686,89,1625
43905,0.136,0.752,469,758
43906,0.912,0.131,747,1651
43907,0.245,0.661,456,1216
43908,0.238,0.461,111,225
43909,0.714,0.305,318,1241
43910,0.717,0.942,824,1591
43911,0.512,0.908,790,1674
43912,0.473,0.489,778,1102
43913,0.467,0.175,193,1245
43914,0.511,0.065,875,1099
43915,0.901,0.579,409,690
43916,0.496,0.255,945,1794
43917,0.493,0.937,341,1808
43918,0.629,0.305,55,1036
43919,0.686,0.521,341,834
43920,0.503,0.6,630,1830
43921,0.863,0.688,240,1211
43922,0.412,0.688,117,251
43923,0.808,0.564,926,1475
43924,0.4,0.315,852,1764
43925,0.781,0.713,955,1498
43926,0.859,0.952,905,972
43927,0.1,0.987,747,1961
43928,0.256,0.156,967,1021
43929,0.4,0.094,668,1310
43930,0.171,0.001,975,1184
43931,0.379,0.976,907,1976
43932,0.81,0.565,151,1514
43933,0.128,0.743,499,1764
43934,0.239,0.633,165,926
43935,0.569,0.662,848,1682
43936,0.455,0.334,210,1423
43937,0.78,0.719,635,1116
43938,0.433,0.864,226,1880
43939,0.125,0.606,609,776
43940,0.14,0.891,667,754
43941,0.135,0.612,723,998
43942,0.795,0.381,509,1880
43943,0.537,0.649,488,1151
43944,0.644,0.187,190,963
43945,0.188,0.644,967,1481
43946,0.776,0.688,925,1231
43947,0.746,0.963,93,776
43948,0.902,0.537,263,909
43949,0.115,0.693,169,380
43950,0.989,0.496,440,1927
43951,0.756,0.617,301,1513
43952,0.69,0.793,109,1507
43953,0.233,0.405,444,1097
43954,0.467,0.73,260,405
43955,0.937,0.153,844,1748
43956,0.884,0.111,522,1759
43957,0.96,0.077,720,1660
43958,0.123,0.594,345,823
43959,0.068,0.394,736,925
43960,0.833,0.771,427,1269
43961,0.411,0.07,500,629
43962,0.239,0.834,193,1935
43963,0.114,0.835,113,1083
43964,0.447,0.538,88,576
43965,0.113,0.867,795,806
43966,0.66,0.29,477,1551
43967,0.817,0.523,2,529
43968,0.235,0.776,759,1169
43969,0.979,0.653,990,1597
43970,0.55,0.649,143,288
43971,0.557,0.717,944,1709
43972,0.38,0.334,851,1730
43973,0.853,0.146,102,473
43974,0.343,0.649,1000,1609
43975,0.329,0.081,461,1309
43976,0.567,0.935,242,1764
43977,0.278,0.226,995,1332
43978,0.086,0.923,880,1177
43979,0.135,0.409,978,1295
43980,0.427,0.424,841,945
43981,0.785,0.078,641,799
43982,0.999,0.128,724,1945
43983,0.687,0.265,720,1319
43984,0.878,0.658,963,1354
43985,0.309,0.426,89,1087
43986,0.193,0.118,594,1396
43987,0.206,0.287,685,804
43988,0.485,0.926,391,1227
43989,0.875,0.882,40,1438
43990,0.128,0.401,151,765
43991,0.075,0.247,37,216
43992,0.329,0.662,201,457
43993,0.822,0.094,598,741
43994,0.088,0.464,950,1843
43995,0.888,0.842,359,770
43996,0.503,0.506,166,1727
43997,0.27,0.739,685,1980
43998,0.387,0.702,357,1348
43999,0.081,0.453,868,888
44000,0.58,0.841,628,1605
44001,0.864,0.436,772,1562
44002,0.744,0.272,250,337
44003,0.795,0.698,682,1181
44004,0.446,0.823,626,1784
44005,0.078,0.53,419,1629
44006,0.67,0.516,636,819
44007,0.424,0.765,434,884
44008,0.315,0.928,199,881
44009,0.569,0.279,898,1667
44010,0.359,0.72,28,1417
44011,0.981,0.181,620,1475
44012,0.735,0.283,74,412
44013,0.483,0.116,139,846
44014,0.548,0.206,454,1147
44015,0.478,0.702,202,744
44016,0.689,0.109,856,1456
44017,0.964,0.177,18,501
44018,0.866,0.048,716,1242
44019,0.584,0.315,539,1635
44020,0.653,0.892,131,621
44021,0.378,0.053,745,1143
44022,0.725,0.677,246,1938
44023,0.768,0.937,899,1539
44024,0.487,0.128,855,1879
44025,0.575,0.702,57,1464
44026,0.124,0.686,469,1655
44027,0.334,0.499,205,1071
44028,0.667,0.804,75,1665
44029,0.039,0.587,554,1886
44030,0.869,0.691,186,1287
44031,0.443,0.78,982,1917
44032,0.492,0.103,291,521
44033,0.04,0.154,749,1810
44034,0.135,0.776,827,1685
44035,0.747,0.571,126,1337
44036,0.279,0.394,621,1807
44037,0.257,0.0,521,1990
44038,0.317,0.364,497,1184
44039,0.841,0.807,314,877
44040,0.931,0.365,209,1154
44041,0.882,0.56,479,759
44042,0.027,0.735,219,276
44043,0.299,0.591,573,1295
44044,0.868,0.39,438,659
44045,0.864,0.473,286,1885
44046,0.801,0.421,508,957
44047,0.834,0.647,759,1015
44048,0.615,0.517,505,1401
44049,0.416,0.706,618,1427
44050,0.235,0.043,879,1869
44051,0.036,0.526,220,1497
44052,0.497,0.803,132,1304
44053,0.239,0.903,2,1691
44054,0.02,0.951,656,1337
44055,0.332,0.34,936,1482
44056,0.596,0.508,243,1637
44057,0.927,0.762,284,560
44058,0.849,0.268,859,1800
44059,0.211,0.68,719,754
44060,0.275,0.087,757,1663
44061,0.118,0.389,166,1650
44062,0.34,0.098,70,1180
44063,0.19,0.961,801,1974
44064,0.997,0.738,953,1659
44065,0.849,0.714,777,1089
44066,0.418,0.381,364,411
44067,0.065,0.909,727,1938
44068,0.895,0.114,395,1542
44069,0.036,0.002,347,987
44070,0.996,0.872,43,1544
44071,0.992,0.513,854,1663
44072,0.053,0.15,196,912
44073,0.509,0.512,945,1604
44074,0.233,0.034,813,824
44075,0.172,0.165,530,1050
44076,0.304,0.786,313,1900
44077,0.588,0.054,258,1198
44078,0.598,0.596,479,1666
44079,0.263,0.089,324,1907
44080,0.632,0.549,758,1662
44081,0.871,0.367,312,1004
44082,0.249,0.662,518,1592
44083,0.085,0.96,572,1552
44084,0.46,0.247,697,1639
44085,0.123,0.192,986,1637
44086,0.259,0.849,832,1191
44087,0.902,0.53,735,923
44088,0.555,0.823,323,1426
44089,0.915,0.581,291,1919
44090,0.493,0.427,181,1604
44091,0.976,0.381,422,1379
44092,0.833,0.677,760,1436
44093,0.26,0.303,49,166
44094,0.538,0.675,113,1049
44095,0.655,0.442,3,1264
44096,0.335,0.977,600,1088
44097,0.187,0.281,593,847
44098,0.621,0.854,11,1829
44099,0.572,0.69,93,659
44100,0.23,0.835,79,613
44101,0.527,0.121,474,1392
44102,0.537,0.086,537,667
44103,0.417,0.17,503,1916
44104,0.899,0.43,823,1606
44105,0.597,0.719,903,1297
44106,0.289,0.25,966,1250
44107,0.577,0.692,872,1725
44108,0.97,0.259,297,944
44109,0.065,0.696,996,1521
44110,0.163,0.896,176,572
44111,0.222,0.87,986,1407
44112,0.896,0.29,615,971
44113,0.65,0.124,941,1159
44114,0.209,0.986,519,1251
44115,0.31,0.851,956,1120
44116,0.273,0.816,10,1400
44117,0.709,0.039,557,1405
44118,0.335,0.888,581,1356
44119,0.109,0.511,110,1067
44120,0.4,0.958,760,1463
44121,0.892,0.504,756,1145
44122,0.232,0.467,507,1226
44123,0.137,0.485,913,1169
44124,0.004,0.95,295,1326
44125,0.209,0.295,303,700
44126,0.543,0.251,610,1862
44127,0.716,0.457,760,1854
44128,0.634,0.701,354,565
44129,0.645,0.789,430,1091
44130,0.732,0.362,404,1840
44131,0.148,0.771,287,522
44132,0.686,0.06,615,1662
44133,0.136,0.808,595,1757
44134,0.075,0.015,921,1128
44135,0.687,0.729,288,1314
44136,0.397,0.974,166,1682
44137,0.899,0.306,312,1102
44138,0.161,0.328,181,808
44139,0.293,0.721,623,1674
44140,0.005,0.589,152,586
44141,0.242,0.459,923,1710
44142,0.069,0.128,585,987
44143,0.75,0.818,357,486
44144,0.24,0.021,868,1755
44145,0.35,0.538,940,1968
44146,0.405,0.928,100,386
44147,0.985,0.333,298,1754
44148,0.195,0.411,25,906
44149,0.241,0.224,159,697
44150,0.804,0.375,741,931
44151,0.905,0.194,932,1556
44152,0.906,0.142,463,1685
44153,0.573,0.684,658,875
44154,0.527,0.169,627,1918
44155,0.595,0.868,874,1942
44156,0.87,0.37,53,236
44157,0.863,0.766,576,1162
44158,0.737,0.028,328,1730
44159,0.612,0.232,884,1891
44160,0.639,0.895,893,1018
44161,0.868,0.16,900,1028
44162,0.212,0.627,635,863
44163,0.004,0.63,475,1405
44164,0.898,0.008,770,1951
44165,0.321,0.496,114,1547
44166,0.363,0.65,53,1145
44167,0.009,0.513,343,1913
44168,0.882,0.98,495,1908
44169,0.48,0.36,799,1690
44170,0.243,0.277,601,724
44171,0.533,0.897,843,1451
44172,0.777,0.516,567,1262
44173,0.908,0.332,244,1537
44174,0.529,0.774,842,1541
44175,0.615,0.774,911,1636
44176,0.073,0.55,905,1245
44177,0.995,0.314,999,1491
44178,0.144,0.249,103,178
44179,0.7,0.529,786,992
44180,0.757,0.992,411,880
44181,0.063,0.224,707,924
44182,0.867,0.841,766,983
44183,0.425,0.52,778,1494
44184,0.782,0.418,871,1755
44185,0.928,0.124,526,699
44186,0.365,0.722,582,1036
44187,0.32,0.66,848,1988
44188,0.733,0.472,828,857
44189,0.206,0.22,88,1770
44190,0.724,0.184,162,273
44191,0.922,0.08,349,1968
44192,0.517,0.31,798,1537
44193,0.533,0.482,34,405
44194,0.506,0.599,657,1435
44195,0.195,0.431,511,1945
44196,0.563,0.25,890,1299
44197,0.059,0.99,935,1844
44198,0.062,0.019,850,853
44199,0.774,0.42,513,711
44200,0.849,0.505,733,1638
44201,0.432,0.743,259,1160
44202,0.637,0.097,248,1722
44203,0.899,0.768,899,1115
44204,0.348,0.294,234,487
44205,0.765,0.772,530,1533
44206,0.897,0.31,338,1002
44207,0.806,0.203,90,588
44208,0.036,0.372,501,1152
44209,0.822,0.785,709,1892
44210,0.006,0.527,994,1656
44211,0.776,0.691,660,1180
44212,0.196,0.804,12,766
44213,0.229,0.952,181,1515
44214,0.382,0.591,28,1618
44215,0.646,0.911,990,1442
44216,0.185,0.486,718,1527
44217,0.884,0.43,211,488
44218,0.238,0.535,876,1476
44219,0.223,0.839,240,275
44220,0.989,0.176,997,1275
44221,0.776,0.657,938,1294
44222,0.357,0.031,560,1925
44223,0.985,0.686,782,874
44224,0.669,0.232,190,1309
44225,0.238,0.123,753,968
44226,0.219,0.823,821,1366
44227,0.672,0.805,943,1475
44228,0.901,0.625,605,1433
44229,0.464,0.617,170,825
44230,0.245,0.601,539,804
44231,0.477,0.504,985,1196
44232,0.481,0.415,465,1661
44233,0.057,0.412,57,1255
44234,0.513,0.331,497,1828
44235,0.383,0.564,692,782
44236,0.79,0.031,928,1864
44237,0.571,0.865,290,1902
44238,0.757,0.253,853,1510
44239,0.935,0.926,336,1504
44240,0.391,0.038,647,1434
44241,0.473,0.946,521,1851
44242,0.379,0.439,833,1682
44243,0.614,0.301,420,1208
44244,0.011,0.779,965,1170
44245,0.98,0.916,518,1736
44246,0.857,0.233,598,1233
44247,0.106,0.445,464,1188
44248,0.37,0.404,343,1450
44249,0.614,0.376,426,773
44250,0.132,0.167,90,1538
44251,0.874,0.837,596,626
44252,0.336,0.083,517,1674
44253,0.806,0.547,283,934
44254,0.141,0.439,642,1004
44255,0.048,0.076,423,1026
44256,0.166,0.128,213,635
44257,0.368,0.616,690,1073
44258,0.333,0.555,914,1785
44259,0.364,0.545,361,765
44260,0.703,0.264,650,1089
44261,0.815,0.23,954,1747
44262,0.313,0.41,988,1988
44263,0.862,0.74,176,1674
44264,0.097,0.291,429,431
44265,0.41,0.024,356,1626
44266,0.626,0.392,213,838
44267,0.592,0.494,50,443
44268,0.49,0.873,365,1769
44269,0.891,0.102,690,1921
44270,0.828,0.428,209,1937
44271,0.564,0.383,718,1703
44272,0.774,0.341,546,1111
44273,0.017,0.313,833,1629
44274,0.841,0.73,365,1649
44275,0.557,0.553,252,454
44276,0.825,0.323,984,1238
44277,0.625,0.873,613,1983
44278,0.416,0.339,741,1225
44279,0.79,0.719,622,1347
44280,0.269,0.159,788,1953
44281,0.83,0.999,985,1033
44282,0.3,0.592,895,1790
44283,0.692,0.389,212,1492
44284,0.696,0.534,23,1651
44285,0.204,0.788,475,1524
44286,0.732,0.333,346,1008
44287,0.979,0.605,743,1779
44288,0.037,0.173,646,757
44289,0.781,0.511,489,1715
44290,0.779,0.715,306,1385
44291,0.654,0.345,696,1632
44292,0.326,0.322,159,251
44293,0.36,0.322,287,1365
44294,0.777,0.87,895,1130
44295,0.783,0.604,96,1136
44296,0.763,0.808,818,1682
44297,0.197,0.724,101,1072
44298,0.671,0.959,700,1973
44299,0.737,0.611,97,1641
44300,0.662,0.237,363,366
44301,0.635,0.933,867,1435
44302,0.37,0.385,354,1731
44303,0.958,0.539,211,771
44304,0.563,0.453,191,1104
44305,0.894,0.275,871,1151
44306,0.56,0.279,225,670
44307,1.0,0.981,260,1195
44308,0.565,0.758,731,1361
44309,0.957,0.226,517,1138
44310,0.191,0.447,873,1692
44311,0.988,0.524,413,1954
44312,0.658,0.909,33,949
44313,0.408,0.321,722,867
44314,0.732,0.82,169,1628
44315,0.774,0.684,785,1265
44316,0.758,0.455,188,335
44317,0.755,0.404,84,1767
44318,0.063,0.075,439,1467
44319,0.348,0.041,830,1074
44320,0.776,0.658,432,1816
44321,0.197,0.614,510,637
44322,0.75,0.329,25,117
44323,0.065,0.656,345,1912
44324,0.234,0.814,910,1465
44325,0.548,0.156,861,1691
44326,0.627,0.913,122,600
44327,0.634,0.75,478,1225
44328,0.037,0.827,897,1214
44329,0.756,0.428,368,443
44330,0.177,0.506,80,1074
44331,0.796,0.516,846,1348
44332,0.198,0.768,395,812
44333,0.763,0.351,185,383
44334,0.718,0.886,853,1202
44335,0.769,0.471,616,1711
44336,0.146,0.448,702,1307
44337,0.112,0.401,883,1929
44338,0.699,0.702,343,1203
44339,0.082,0.501,791,1085
44340,0.322,0.681,561,1339
44341,0.674,0.851,448,1481
44342,0.545,0.675,5,1214
44343,0.781,0.587,836,899
44344,0.431,0.387,495,1603
44345,0.383,0.556,609,1667
44346,0.546,0.596,167,1323
44347,0.24,0.674,401,443
44348,0.541,0.981,227,279
44349,0.654,0.962,381,1115
44350,0.044,0.887,458,664
44351,0.979,0.854,460,767
44352,0.544,0.169,38,1791
44353,0.25,0.27,698,963
44354,0.333,0.327,514,1435
44355,0.234,0.095,563,1166
44356,0.993,0.286,665,1791
44357,0.599,0.664,173,1871
44358,0.305,0.145,436,935
44359,0.587,0.43,0,1123
44360,0.7,0.186,529,1559
44361,0.931,0.582,938,1129
44362,0.588,0.388,751,1838
44363,0.469,0.783,169,882
44364,0.0,0.566,863,1364
44365,0.989,0.106,573,655
44366,0.328,0.445,893,1109
44367,0.857,0.422,740,820
44368,0.803,0.283,25,1729
44369,0.307,0.98,427,1662
44370,0.147,0.716,839,866
44371,0.058,0.615,458,800
44372,0.175,0.711,961,1340
44373,0.818,0.457,158,1198
44374,0.652,0.411,222,840
44375,0.171,0.001,374,1362
44376,0.667,0.758,118,1407
44377,0.189,0.982,686,1614
44378,0.295,0.392,909,1662
44379,0.089,0.278,281,1197
44380,0.246,0.489,827,1282
44381,0.792,0.703,578,1380
44382,0.757,0.436,529,821
44383,0.235,0.248,411,493
44384,0.166,0.462,531,1147
44385,0.251,0.299,162,1890
44386,0.811,0.708,632,1808
44387,0.853,0.489,439,1944
44388,0.935,0.725,751,979
44389,0.345,0.584,364,1040
44390,0.695,0.112,876,1886
44391,0.642,0.324,424,445
44392,0.53,0.523,717,1281
44393,0.606,0.1,30,398
44394,0.688,0.438,526,833
44395,0.402,0.533,681,1490
44396,0.784,0.981,346,1290
44397,0.043,0.148,853,1035
44398,0.376,0.776,371,1904
44399,0.823,0.839,149,992
44400,0.373,0.682,251,846
44401,0.211,0.178,668,830
44402,0.365,0.331,313,1792
44403,0.315,0.127,352,1967
44404,0.966,0.393,225,766
44405,0.371,0.057,633,1077
44406,0.649,0.177,554,600
44407,0.466,0.989,506,1910
44408,0.802,0.542,654,1690
44409,0.488,0.114,278,815
44410,0.362,0.58,184,1114
44411,0.905,0.629,635,1702
44412,0.71,0.139,919,1370
44413,0.491,0.764,273,277
44414,0.601,0.61,257,837
44415,0.021,0.479,328,441
44416,0.408,0.692,445,694
44417,0.744,0.656,899,1489
44418,0.378,0.974,993,1806
44419,0.596,0.885,628,1655
44420,0.627,0.005,19,362
44421,0.904,0.334,987,1102
44422,0.953,0.305,7,793
44423,0.135,0.904,909,1113
44424,0.447,0.042,616,1090
44425,0.684,0.825,342,1263
44426,0.129,0.428,900,1945
44427,0.108,0.562,876,1051
44428,0.059,0.919,339,1523
44429,0.309,0.55,329,1764
44430,0.88,0.849,368,1534
44431,0.864,0.086,16,1097
44432,0.801,0.983,214,854
44433,0.299,0.114,833,1927
44434,0.431,0.993,38,1615
44435,0.189,0.898,123,1329
44436,0.976,0.293,92,1104
44437,0.679,0.317,536,1044
44438,0.599,0.273,495,1278
44439,0.724,0.933,118,193
44440,0.99,0.353,14,1094
44441,0.12,0.265,46,1313
44442,0.863,0.737,988,1190
44443,0.827,0.126,982,1426
44444,0.751,0.219,52,290
44445,0.401,0.425,551,1250
44446,0.95,0.996,618,1044
44447,0.544,0.826,530,1570
44448,0.365,0.812,632,1639
44449,0.193,0.182,635,1412
44450,0.229,0.095,483,1051
44451,0.029,0.684,349,1815
44452,0.139,0.482,426,1847
44453,0.362,0.509,463,1280
44454,0.485,0.333,365,1367
44455,0.752,0.617,470,627
44456,0.271,0.568,876,1483
44457,0.36,0.101,503,2000
44458,0.78,0.546,395,1355
44459,0.616,0.675,911,1862
44460,0.481,0.067,421,601
44461,0.796,0.474,333,1320
44462,0.033,0.272,49,97
44463,0.603,0.044,201,860
44464,0.958,0.129,590,1380
44465,0.315,0.56,47,1713
44466,0.163,0.186,119,977
44467,0.559,0.701,509,1159
