id,t,u,v,time_in,time_out
37679,0.704,0.0,0.076,538,662
37680,0.705,0.981,0.061,988,1127
37681,0.704,0.906,0.045,820,1922
37682,0.705,0.939,0.045,907,1690
37683,0.704,0.019,0.061,217,620
37684,0.705,0.044,0.121,352,1985
37685,0.704,0.078,0.182,778,1564
37686,0.703,0.003,0.197,521,1368
37687,0.704,0.947,0.212,27,1010
37688,0.705,0.003,0.182,382,1497
37689,0.704,0.125,0.197,181,1906
37690,0.702,0.175,0.258,877,1998
37691,0.7,0.175,0.273,987,1763
37692,0.698,0.153,0.227,561,1004
37693,0.696,0.144,0.258,179,230
37694,0.694,0.147,0.303,367,721
37695,0.692,0.147,0.318,679,1089
37696,0.689,0.147,0.333,348,462
37697,0.687,0.147,0.303,293,1023
37698,0.684,0.147,0.258,704,1766
37699,0.683,0.147,0.212,467,582
37700,0.681,0.158,0.197,445,582
37701,0.68,0.181,0.182,291,763
37702,0.678,0.225,0.197,474,1096
37703,0.676,0.253,0.182,2,51
37704,0.675,0.275,0.212,122,1786
37705,0.672,0.294,0.227,844,1778
37706,0.671,0.311,0.197,773,1860
37707,0.669,0.3,0.227,360,504
37708,0.666,0.286,0.227,513,1292
37709,0.665,0.267,0.167,858,929
37710,0.664,0.258,0.152,714,864
37711,0.663,0.242,0.136,157,946
37712,0.661,0.167,0.106,178,1398
37713,0.661,0.111,0.106,897,935
37714,0.66,0.181,0.152,440,470
37715,0.658,0.211,0.152,525,1738
37716,0.657,0.161,0.106,539,1487
37717,0.657,0.142,0.091,947,1140
37718,0.656,0.208,0.076,343,701
37719,0.655,0.203,0.091,645,1301
37720,0.654,0.178,0.106,76,1936
37721,0.654,0.192,0.106,61,857
37722,0.652,0.2,0.106,905,1306
37723,0.652,0.103,0.076,988,1399
37724,0.652,0.097,0.121,487,1424
37725,0.651,0.15,0.167,378,1796
37726,0.65,0.178,0.197,568,1952
37727,0.836,0.114,0.061,981,1003
37728,0.835,0.022,0.03,509,1689
37729,0.836,0.0,0.0,586,646
37730,0.835,0.219,0.061,858,1744
37731,0.835,0.0,0.015,914,1926
37732,0.835,0.311,0.045,759,1134
37733,0.834,0.358,0.136,186,1777
37734,0.833,0.408,0.167,170,703
37735,0.832,0.431,0.197,665,1548
37736,0.832,0.447,0.182,862,1502
37737,0.832,0.408,0.167,959,1099
37738,0.83,0.361,0.182,152,1920
37739,0.829,0.411,0.152,722,1294
37740,0.828,0.394,0.167,267,1180
37741,0.826,0.392,0.136,389,1148
37742,0.827,0.397,0.106,73,1209
37743,0.826,0.375,0.136,899,947
37744,0.825,0.439,0.121,981,1373
37745,0.825,0.417,0.136,696,1337
37746,0.824,0.375,0.152,859,1307
37747,0.823,0.375,0.121,415,812
37748,0.822,0.328,0.167,614,1109
37749,0.82,0.328,0.227,436,587
37750,0.819,0.331,0.227,472,1017
37751,0.816,0.306,0.258,942,1524
37752,0.814,0.272,0.197,250,1545
37753,0.813,0.189,0.121,5,871
37754,0.812,0.967,0.106,266,1642
37755,0.813,0.014,0.136,305,1371
37756,0.812,0.125,0.197,746,1190
37757,0.81,0.161,0.227,785,1175
37758,0.808,0.161,0.152,590,1191
37759,0.808,0.183,0.091,713,1656
37760,0.807,0.217,0.152,590,1062
37761,0.805,0.175,0.182,679,1452
37762,0.804,0.125,0.227,69,73
37763,0.802,0.075,0.227,395,1431
37764,0.802,0.95,0.182,375,1783
37765,0.804,0.992,0.152,386,1501
37766,0.802,0.044,0.167,15,48
37767,0.802,0.042,0.167,658,1913
37768,0.802,0.072,0.182,756,932
37769,0.801,0.097,0.197,457,1124
37770,0.8,0.106,0.258,962,1026
37771,0.798,0.1,0.318,229,1367
37772,0.796,0.097,0.364,137,1793
37773,0.793,0.067,0.318,325,1319
37774,0.792,0.111,0.303,914,1604
37775,0.789,0.153,0.364,999,1437
37776,0.786,0.169,0.409,454,1434
37777,0.782,0.175,0.439,818,1645
37778,0.779,0.161,0.409,724,1043
37779,0.775,0.147,0.348,570,1343
37780,0.773,0.125,0.273,450,810
37781,0.772,0.114,0.227,614,1653
37782,0.77,0.144,0.227,724,1325
37783,0.768,0.139,0.167,17,440
37784,0.768,0.089,0.061,110,903
37785,0.768,0.722,0.076,188,1030
37786,0.769,0.711,0.061,500,1590
37787,0.769,0.186,0.121,613,1277
37788,0.767,0.172,0.061,956,1368
37789,0.768,0.55,0.076,999,1987
37790,0.768,0.614,0.152,746,898
37791,0.77,0.6,0.136,697,1917
37792,0.769,0.489,0.106,805,1190
37793,0.769,0.575,0.106,128,1714
37794,0.77,0.575,0.106,125,914
37795,0.771,0.564,0.091,74,917
37796,0.771,0.481,0.091,16,1752
37797,0.77,0.517,0.106,385,710
37798,0.771,0.683,0.242,25,902
37799,0.774,0.667,0.212,165,191
37800,0.774,0.472,0.182,545,902
37801,0.774,0.561,0.212,780,1677
37802,0.776,0.622,0.227,992,1619
37803,0.777,0.619,0.182,717,1651
37804,0.779,0.647,0.152,152,645
37805,0.78,0.664,0.106,77,1972
37806,0.78,0.664,0.091,609,750
37807,0.78,0.675,0.045,809,1108
37808,0.781,0.75,0.045,353,584
37809,0.781,0.511,0.045,45,708
37810,0.78,0.489,0.106,516,1667
37811,0.78,0.539,0.136,338,1555
37812,0.781,0.533,0.152,926,1223
37813,0.781,0.6,0.182,81,949
37814,0.783,0.667,0.273,860,1607
37815,0.786,0.625,0.197,210,1391
37816,0.786,0.553,0.152,248,876
37817,0.786,0.636,0.212,960,1917
37818,0.789,0.578,0.167,937,956
37819,0.788,0.528,0.182,685,916
37820,0.79,0.575,0.212,518,1031
37821,0.79,0.564,0.182,436,1074
37822,0.791,0.578,0.136,464,1615
37823,0.791,0.436,0.091,949,1426
37824,0.79,0.353,0.106,88,524
37825,0.789,0.425,0.091,236,1034
37826,0.789,0.408,0.152,834,1454
37827,0.788,0.433,0.136,976,1474
37828,0.788,0.578,0.121,626,1488
37829,0.789,0.547,0.106,468,1906
37830,0.789,0.603,0.152,684,1030
37831,0.791,0.65,0.182,811,1231
37832,0.792,0.581,0.121,907,1545
37833,0.792,0.606,0.167,969,1946
37834,0.793,0.608,0.182,820,1711
37835,0.793,0.608,0.152,817,1812
37836,0.795,0.65,0.136,184,1401
37837,0.796,0.436,0.076,666,1348
37838,0.794,0.353,0.106,510,1704
37839,0.794,0.303,0.136,536,1343
37840,0.792,0.319,0.167,555,724
37841,0.792,0.353,0.152,998,1928
37842,0.791,0.333,0.136,275,817
37843,0.79,0.286,0.152,111,1427
37844,0.787,0.292,0.197,841,1582
37845,0.786,0.467,0.121,956,1163
37846,0.787,0.531,0.212,92,139
37847,0.787,0.494,0.288,25,1644
37848,0.787,0.506,0.333,912,1678
37849,0.787,0.528,0.333,148,1093
37850,0.788,0.567,0.303,312,841
37851,0.79,0.583,0.258,743,1544
37852,0.791,0.589,0.212,896,1759
37853,0.792,0.483,0.136,480,1590
37854,0.79,0.539,0.061,942,1924
37855,0.792,0.725,0.152,378,1564
37856,0.792,0.686,0.076,911,1428
37857,0.793,0.656,0.106,222,675
37858,0.794,0.506,0.091,351,732
37859,0.793,0.453,0.136,982,1797
37860,0.793,0.447,0.152,433,1369
37861,0.792,0.475,0.152,906,915
37862,0.793,0.625,0.182,257,1418
37863,0.795,0.681,0.227,871,1085
37864,0.798,0.706,0.136,932,1624
37865,0.798,0.147,0.03,485,634
37866,0.797,0.206,0.167,220,273
37867,0.794,0.2,0.167,288,1924
37868,0.793,0.15,0.091,557,1119
37869,0.792,0.019,0.091,630,1966
37870,0.793,0.95,0.152,964,1103
37871,0.793,0.0,0.167,499,1200
37872,0.793,0.042,0.167,931,1410
37873,0.792,0.083,0.136,723,789
37874,0.792,0.208,0.136,725,1308
37875,0.79,0.261,0.152,223,1799
37876,0.789,0.297,0.197,688,1444
37877,0.786,0.314,0.303,977,1600
37878,0.784,0.347,0.288,755,1303
37879,0.782,0.403,0.273,913,1028
37880,0.781,0.458,0.288,300,876
37881,0.781,0.478,0.303,461,573
37882,0.78,0.464,0.288,107,379
37883,0.78,0.519,0.258,135,814
37884,0.781,0.519,0.258,102,356
37885,0.78,0.481,0.273,341,1281
37886,0.78,0.5,0.258,86,1272
37887,0.78,0.397,0.242,138,323
37888,0.778,0.3,0.288,580,1402
37889,0.775,0.258,0.379,80,1443
37890,0.77,0.25,0.485,642,650
37891,0.765,0.258,0.485,537,768
37892,0.761,0.281,0.424,69,1307
37893,0.757,0.306,0.379,418,832
37894,0.754,0.317,0.333,653,1468
37895,0.752,0.328,0.318,556,1556
37896,0.749,0.339,0.318,614,951
37897,0.747,0.356,0.288,449,1403
37898,0.745,0.356,0.288,405,1155
37899,0.742,0.344,0.318,84,360
37900,0.74,0.347,0.273,405,1984
37901,0.738,0.35,0.136,794,1581
37902,0.737,0.0,0.045,978,1992
37903,0.738,0.95,0.152,559,1188
37904,0.739,0.892,0.182,493,1968
37905,0.741,0.85,0.197,558,1122
37906,0.741,0.906,0.182,174,1986
37907,0.742,0.942,0.227,802,911
37908,0.743,0.919,0.303,526,1513
37909,0.745,0.9,0.348,592,1974
37910,0.747,0.9,0.379,332,608
37911,0.749,0.906,0.409,593,1463
37912,0.752,0.9,0.439,512,1614
37913,0.754,0.911,0.409,235,1265
37914,0.756,0.928,0.379,304,828
37915,0.757,0.919,0.364,138,1360
37916,0.759,0.875,0.379,688,930
37917,0.763,0.856,0.364,386,459
37918,0.765,0.875,0.273,433,1268
37919,0.766,0.886,0.242,781,1898
37920,0.768,0.875,0.258,549,1375
37921,0.769,0.875,0.242,960,1105
37922,0.771,0.875,0.197,426,544
37923,0.772,0.875,0.152,715,1618
37924,0.773,0.919,0.121,458,1944
37925,0.773,0.967,0.121,538,1820
37926,0.773,0.961,0.136,456,1857
37927,0.774,0.956,0.167,144,167
37928,0.774,0.953,0.197,98,961
37929,0.774,0.978,0.212,663,1698
37930,0.774,0.969,0.227,795,926
37931,0.775,0.978,0.212,930,1114
37932,0.775,0.975,0.182,237,550
37933,0.776,0.939,0.167,322,1203
37934,0.776,0.0,0.121,972,1160
37935,0.776,0.125,0.106,368,1129
37936,0.775,0.186,0.091,606,663
37937,0.774,0.236,0.121,972,1739
37938,0.773,0.222,0.136,391,1447
37939,0.772,0.167,0.076,773,1149
37940,0.772,0.267,0.106,780,1651
37941,0.77,0.297,0.136,224,1931
37942,0.769,0.375,0.045,323,1351
37943,0.769,0.436,0.061,906,1692
37944,0.769,0.339,0.136,620,1718
37945,0.768,0.339,0.136,912,1783
37946,0.767,0.322,0.197,136,1960
37947,0.764,0.303,0.258,150,321
37948,0.763,0.286,0.258,956,1893
37949,0.76,0.272,0.303,234,1875
37950,0.757,0.269,0.318,915,1047
37951,0.754,0.281,0.288,352,958
37952,0.752,0.303,0.182,979,1477
37953,0.751,0.319,0.061,34,1208
37954,0.751,0.175,0.045,403,433
37955,0.75,0.069,0.106,769,1630
37956,0.75,0.958,0.167,237,1079
37957,0.751,0.914,0.212,39,86
37958,0.752,0.9,0.182,9,744
37959,0.752,0.872,0.212,108,1646
37960,0.755,0.886,0.227,160,1272
37961,0.755,0.025,0.182,477,1717
37962,0.754,0.019,0.182,202,664
37963,0.755,0.964,0.182,106,1526
37964,0.755,0.0,0.136,559,1027
37965,0.755,0.106,0.121,121,1038
37966,0.753,0.156,0.106,291,1261
37967,0.753,0.175,0.091,582,1833
37968,0.752,0.2,0.152,858,1974
37969,0.751,0.175,0.106,639,1316
37970,0.75,0.189,0.121,978,1906
37971,0.748,0.156,0.076,803,1652
37972,0.749,0.081,0.076,309,764
37973,0.748,0.125,0.106,914,1895
37974,0.747,0.078,0.061,524,1454
37975,0.747,0.125,0.03,636,705
37976,0.747,0.156,0.076,64,1251
37977,0.747,0.164,0.152,497,973
37978,0.745,0.125,0.136,756,1508
37979,0.745,0.089,0.091,939,1798
37980,0.744,0.206,0.091,228,932
37981,0.743,0.292,0.106,474,1659
37982,0.742,0.314,0.212,852,970
37983,0.74,0.319,0.273,662,933
37984,0.738,0.308,0.242,790,1411
37985,0.735,0.256,0.242,227,1936
37986,0.733,0.208,0.197,963,1526
37987,0.732,0.125,0.152,437,1579
37988,0.731,0.997,0.167,403,1599
37989,0.732,0.911,0.212,725,1927
37990,0.734,0.917,0.242,952,1923
37991,0.735,0.95,0.212,38,538
37992,0.735,0.064,0.227,629,1664
37993,0.734,0.092,0.242,354,644
37994,0.733,0.008,0.197,961,1124
37995,0.734,0.992,0.212,381,708
37996,0.733,0.053,0.212,823,1502
37997,0.732,0.047,0.182,173,1045
37998,0.732,0.086,0.197,560,1043
37999,0.73,0.072,0.212,415,1809
38000,0.73,0.033,0.227,279,363
38001,0.729,0.047,0.242,920,1271
38002,0.729,0.058,0.227,29,986
38003,0.728,0.061,0.212,883,1687
38004,0.727,0.064,0.212,312,370
38005,0.727,0.083,0.212,195,978
38006,0.726,0.078,0.152,378,969
38007,0.725,0.083,0.121,128,850
38008,0.724,0.139,0.106,163,687
38009,0.724,0.183,0.121,786,1872
38010,0.723,0.167,0.121,780,1903
38011,0.722,0.147,0.152,56,224
38012,0.72,0.131,0.197,174,871
38013,0.719,0.097,0.197,595,1448
38014,0.718,0.008,0.182,96,1433
38015,0.719,0.961,0.182,152,613
38016,0.719,0.939,0.136,172,266
38017,0.72,0.894,0.121,546,1007
38018,0.721,0.075,0.076,376,1486
38019,0.72,0.156,0.136,750,1734
38020,0.718,0.133,0.106,972,1764
38021,0.718,0.144,0.091,58,720
38022,0.717,0.175,0.061,117,1266
38023,0.717,0.258,0.076,127,882
38024,0.715,0.286,0.091,411,1100
38025,0.715,0.25,0.061,509,1452
38026,0.715,0.05,0.045,351,819
38027,0.715,0.094,0.076,975,1170
38028,0.714,0.181,0.152,390,1444
38029,0.712,0.172,0.106,567,821
38030,0.713,0.172,0.061,76,1766
38031,0.712,0.25,0.091,428,585
38032,0.711,0.236,0.076,652,1214
38033,0.71,0.147,0.076,184,981
38034,0.71,0.111,0.106,244,1908
38035,0.709,0.131,0.121,716,784
38036,0.708,0.156,0.076,736,1762
38037,0.708,0.208,0.076,680,900
38038,0.707,0.25,0.106,737,1332
38039,0.706,0.292,0.136,692,1537
38040,0.705,0.325,0.197,175,1016
38041,0.703,0.364,0.212,502,721
38042,0.701,0.342,0.242,523,1847
38043,0.699,0.317,0.242,493,1855
38044,0.697,0.278,0.121,554,1155
38045,0.696,0.978,0.106,957,1957
38046,0.697,0.981,0.212,793,1259
38047,0.697,0.014,0.227,155,1632
38048,0.697,0.964,0.212,72,671
38049,0.698,0.908,0.197,94,757
38050,0.699,0.942,0.182,906,1810
38051,0.699,0.964,0.227,448,748
38052,0.7,0.986,0.258,931,1661
38053,0.7,0.025,0.258,632,1112
38054,0.699,0.975,0.182,148,840
38055,0.7,0.875,0.152,173,429
38056,0.701,0.817,0.121,556,1827
38057,0.702,0.756,0.076,981,1916
38058,0.703,0.625,0.03,59,1558
38059,0.702,0.656,0.045,858,1689
38060,0.703,0.692,0.061,838,1384
38061,0.703,0.733,0.03,413,959
38062,0.704,0.75,0.045,299,1902
38063,0.705,0.267,0.03,904,1861
38064,0.704,0.211,0.106,228,514
38065,0.703,0.1,0.091,894,1736
38066,0.705,0.969,0.091,638,898
38067,0.705,0.061,0.061,372,1951
38068,0.705,0.025,0.045,596,1308
38069,0.705,0.911,0.045,14,1021
38070,0.705,0.931,0.061,979,1600
38071,0.705,0.942,0.091,559,889
38072,0.706,0.972,0.121,945,983
38073,0.706,0.05,0.167,898,1828
38074,0.705,0.994,0.167,722,1983
38075,0.706,0.95,0.152,689,1562
38076,0.706,0.089,0.106,135,890
38077,0.705,0.2,0.182,817,1613
38078,0.703,0.228,0.242,892,1039
38079,0.7,0.239,0.258,266,1099
38080,0.698,0.253,0.182,690,777
38081,0.697,0.258,0.182,947,1916
38082,0.695,0.239,0.227,285,1611
38083,0.693,0.214,0.242,998,1359
38084,0.691,0.2,0.273,871,1451
38085,0.688,0.183,0.273,422,833
38086,0.686,0.167,0.242,955,1368
38087,0.684,0.158,0.227,486,1367
38088,0.682,0.169,0.212,598,945
38089,0.681,0.214,0.227,367,1803
38090,0.678,0.256,0.242,391,652
38091,0.676,0.289,0.227,548,919
38092,0.674,0.3,0.227,868,1216
38093,0.672,0.3,0.227,48,660
38094,0.67,0.308,0.197,980,1362
38095,0.668,0.292,0.212,524,1581
38096,0.666,0.256,0.167,400,1041
38097,0.665,0.206,0.152,547,1901
38098,0.664,0.2,0.167,901,1456
38099,0.662,0.189,0.121,409,1725
38100,0.661,0.083,0.076,532,1650
38101,0.662,0.125,0.106,141,1350
38102,0.66,0.189,0.167,364,1765
38103,0.659,0.167,0.152,679,1287
38104,0.658,0.117,0.106,570,809
38105,0.658,0.131,0.121,316,1349
38106,0.656,0.111,0.121,440,515
38107,0.656,0.1,0.121,300,1553
38108,0.655,0.147,0.136,517,1692
38109,0.654,0.144,0.121,203,1967
38110,0.653,0.139,0.121,307,1601
38111,0.653,0.158,0.076,473,874
38112,0.651,0.281,0.121,353,1861
38113,0.65,0.239,0.167,700,1583
38114,0.837,0.114,0.076,906,1902
38115,0.835,0.083,0.061,252,1532
38116,0.836,0.0,0.045,688,1813
38117,0.835,0.161,0.061,878,1522
38118,0.835,0.125,0.015,446,937
38119,0.835,0.275,0.091,659,675
38120,0.833,0.297,0.167,394,1759
38121,0.832,0.342,0.152,126,935
38122,0.831,0.369,0.152,150,1277
38123,0.83,0.425,0.152,144,1120
38124,0.83,0.425,0.167,497,968
38125,0.829,0.375,0.197,252,1380
38126,0.827,0.411,0.152,152,164
38127,0.827,0.403,0.121,300,1730
38128,0.826,0.375,0.106,309,1108
38129,0.826,0.397,0.106,510,1727
38130,0.825,0.35,0.136,647,1770
38131,0.824,0.394,0.121,137,331
38132,0.824,0.411,0.152,661,900
38133,0.822,0.411,0.152,50,937
38134,0.822,0.417,0.136,202,1868
38135,0.821,0.353,0.212,39,656
38136,0.819,0.347,0.242,180,1003
38137,0.817,0.347,0.242,767,1229
38138,0.815,0.339,0.227,29,1882
38139,0.814,0.317,0.136,83,1898
38140,0.813,0.189,0.045,943,1384
38141,0.814,0.883,0.091,82,1627
38142,0.814,0.967,0.121,15,1226
38143,0.814,0.097,0.197,267,1595
38144,0.812,0.142,0.273,841,1139
38145,0.809,0.125,0.227,434,1544
38146,0.808,0.069,0.197,645,1828
38147,0.808,0.106,0.227,40,82
38148,0.806,0.092,0.227,400,1563
38149,0.806,0.089,0.212,684,1491
38150,0.804,0.094,0.212,179,1584
38151,0.804,0.992,0.152,931,1856
38152,0.804,0.978,0.136,424,836
38153,0.804,0.031,0.152,521,1530
38154,0.804,0.044,0.167,905,1027
38155,0.803,0.075,0.182,476,1002
38156,0.802,0.075,0.197,290,395
38157,0.801,0.075,0.242,957,1658
38158,0.8,0.083,0.288,37,1738
38159,0.799,0.092,0.333,435,756
38160,0.797,0.092,0.333,953,1899
38161,0.795,0.1,0.303,453,1314
38162,0.794,0.131,0.318,891,1483
38163,0.791,0.158,0.364,62,648
38164,0.788,0.172,0.394,424,1549
38165,0.784,0.169,0.424,324,1943
38166,0.781,0.153,0.409,725,1253
38167,0.778,0.136,0.379,884,886
38168,0.775,0.114,0.333,158,1931
38169,0.774,0.103,0.288,758,1200
38170,0.772,0.106,0.303,656,1124
38171,0.77,0.089,0.288,666,1786
38172,0.769,0.092,0.227,596,932
38173,0.768,0.969,0.121,738,1546
38174,0.769,0.875,0.167,655,1782
38175,0.77,0.078,0.167,138,1115
38176,0.769,0.144,0.182,103,996
38177,0.768,0.236,0.076,305,642
38178,0.767,0.572,0.106,745,1574
38179,0.769,0.592,0.167,334,1608
38180,0.769,0.567,0.091,273,546
38181,0.769,0.625,0.061,756,1947
38182,0.769,0.506,0.091,887,1553
38183,0.769,0.528,0.167,427,451
38184,0.77,0.5,0.167,717,835
38185,0.769,0.55,0.121,403,1714
38186,0.77,0.694,0.242,756,1941
38187,0.774,0.639,0.182,860,1621
38188,0.773,0.431,0.152,173,1546
38189,0.772,0.589,0.152,744,1535
38190,0.774,0.625,0.227,143,632
38191,0.775,0.614,0.227,99,442
38192,0.777,0.628,0.212,302,902
38193,0.778,0.611,0.167,518,1461
38194,0.78,0.583,0.136,120,1832
38195,0.78,0.561,0.136,517,1048
38196,0.78,0.533,0.152,461,857
38197,0.78,0.458,0.167,291,1017
38198,0.78,0.489,0.152,264,346
38199,0.78,0.511,0.152,990,1582
38200,0.78,0.519,0.167,133,1197
38201,0.78,0.614,0.197,589,1562
38202,0.782,0.664,0.273,326,1214
38203,0.785,0.622,0.197,910,1009
38204,0.785,0.539,0.152,491,1959
38205,0.786,0.614,0.227,120,1873
38206,0.787,0.556,0.197,530,1724
38207,0.786,0.508,0.197,948,1995
38208,0.787,0.578,0.227,170,1057
38209,0.788,0.6,0.197,777,1736
38210,0.79,0.625,0.152,181,1325
38211,0.79,0.314,0.076,813,1056
38212,0.789,0.317,0.091,322,875
38213,0.788,0.344,0.152,152,1810
38214,0.786,0.431,0.152,978,1835
38215,0.787,0.575,0.167,572,1636
38216,0.788,0.539,0.136,231,1433
38217,0.787,0.619,0.152,226,1900
38218,0.79,0.669,0.182,443,1309
38219,0.791,0.55,0.121,445,1494
38220,0.791,0.589,0.152,100,520
38221,0.792,0.639,0.182,52,1879
38222,0.793,0.661,0.152,669,1762
38223,0.795,0.625,0.136,627,945
38224,0.795,0.447,0.136,137,263
38225,0.794,0.436,0.106,882,1171
38226,0.794,0.336,0.121,624,1385
38227,0.792,0.294,0.182,352,446
38228,0.791,0.319,0.152,427,907
38229,0.789,0.356,0.121,437,865
38230,0.789,0.328,0.136,97,1071
38231,0.787,0.261,0.182,362,1864
38232,0.786,0.283,0.121,941,1893
38233,0.785,0.417,0.167,908,1465
38234,0.784,0.461,0.258,910,1191
38235,0.783,0.5,0.273,777,1804
38236,0.784,0.547,0.273,686,1785
38237,0.785,0.597,0.288,126,748
38238,0.787,0.592,0.288,501,1322
38239,0.788,0.569,0.273,165,319
38240,0.79,0.55,0.212,237,1325
38241,0.79,0.594,0.152,642,1155
38242,0.792,0.653,0.167,945,1288
38243,0.792,0.572,0.121,255,1711
38244,0.792,0.569,0.152,736,1210
38245,0.793,0.475,0.152,464,1675
38246,0.792,0.439,0.167,260,1603
38247,0.792,0.447,0.182,573,1132
38248,0.791,0.489,0.182,246,1932
38249,0.792,0.625,0.212,341,1752
38250,0.793,0.664,0.273,178,248
38251,0.796,0.625,0.212,309,371
38252,0.797,0.483,0.182,385,1366
38253,0.797,0.392,0.197,357,1474
38254,0.794,0.333,0.106,274,1997
38255,0.794,0.033,0.091,365,1855
38256,0.793,0.958,0.167,174,489
38257,0.795,0.942,0.197,136,585
38258,0.795,0.0,0.182,246,264
38259,0.795,0.036,0.197,524,918
38260,0.794,0.114,0.212,415,418
38261,0.792,0.164,0.227,634,1832
38262,0.791,0.192,0.197,886,1303
38263,0.789,0.25,0.273,293,319
38264,0.786,0.289,0.333,624,1443
38265,0.783,0.328,0.318,177,233
38266,0.78,0.375,0.303,142,324
38267,0.779,0.439,0.273,132,1450
38268,0.778,0.472,0.273,880,1950
38269,0.778,0.486,0.258,732,825
38270,0.778,0.531,0.227,891,1691
38271,0.779,0.508,0.242,637,1584
38272,0.778,0.478,0.242,172,1066
38273,0.778,0.514,0.227,477,825
38274,0.779,0.447,0.212,903,1793
38275,0.777,0.353,0.242,786,1273
38276,0.775,0.292,0.348,982,1038
38277,0.771,0.267,0.47,946,991
38278,0.766,0.261,0.515,684,926
38279,0.76,0.278,0.5,106,1718
38280,0.756,0.311,0.409,423,631
38281,0.753,0.336,0.379,394,1059
38282,0.75,0.35,0.379,51,1859
38283,0.747,0.369,0.379,450,1099
38284,0.745,0.392,0.348,140,746
38285,0.743,0.389,0.318,777,1384
38286,0.741,0.356,0.288,295,665
38287,0.738,0.333,0.167,298,1962
38288,0.737,0.925,0.045,310,1142
38289,0.739,0.9,0.182,926,1756
38290,0.74,0.947,0.182,863,951
38291,0.74,0.928,0.152,295,1277
38292,0.741,0.85,0.212,410,668
38293,0.743,0.875,0.227,826,912
38294,0.744,0.906,0.258,955,1716
38295,0.746,0.9,0.318,650,1016
38296,0.747,0.894,0.379,802,1002
38297,0.75,0.892,0.409,491,834
38298,0.752,0.894,0.439,606,1352
38299,0.755,0.903,0.455,1000,1552
38300,0.757,0.922,0.424,659,1830
38301,0.759,0.944,0.379,718,1275
38302,0.76,0.936,0.348,89,1674
38303,0.762,0.889,0.333,979,1642
38304,0.764,0.858,0.288,726,930
38305,0.766,0.853,0.212,747,771
38306,0.768,0.856,0.227,2,1872
38307,0.769,0.864,0.242,892,1823
38308,0.771,0.875,0.197,319,525
38309,0.772,0.875,0.152,939,1117
38310,0.773,0.875,0.136,800,1754
38311,0.774,0.894,0.121,985,1949
38312,0.774,0.947,0.136,281,1031
38313,0.774,0.944,0.197,587,1881
38314,0.775,0.939,0.242,371,965
38315,0.776,0.95,0.273,532,891
38316,0.777,0.975,0.273,48,793
38317,0.777,0.981,0.273,921,1624
38318,0.778,0.003,0.242,883,1002
38319,0.777,0.028,0.182,658,1863
38320,0.777,0.964,0.121,346,1925
38321,0.778,0.094,0.076,617,1447
38322,0.776,0.222,0.121,277,1276
38323,0.775,0.267,0.106,28,627
38324,0.774,0.289,0.152,871,1221
38325,0.773,0.308,0.106,280,376
38326,0.773,0.286,0.061,788,873
38327,0.771,0.25,0.136,843,1708
38328,0.769,0.25,0.121,933,944
38329,0.769,0.314,0.061,454,1472
38330,0.769,0.375,0.106,658,1026
38331,0.768,0.375,0.167,141,1587
38332,0.767,0.389,0.167,171,1739
38333,0.766,0.336,0.212,573,953
38334,0.763,0.314,0.242,364,851
38335,0.762,0.308,0.242,256,1587
38336,0.759,0.286,0.288,445,1279
38337,0.757,0.261,0.303,549,827
38338,0.753,0.244,0.288,907,1404
38339,0.751,0.214,0.152,575,1510
38340,0.751,0.069,0.061,564,1996
38341,0.751,0.025,0.076,725,1651
38342,0.751,0.969,0.091,346,1980
38343,0.752,0.897,0.136,812,1458
38344,0.752,0.892,0.182,172,1614
38345,0.753,0.914,0.197,92,269
38346,0.754,0.886,0.227,938,1456
38347,0.756,0.872,0.242,128,627
38348,0.757,0.011,0.197,40,564
38349,0.756,0.039,0.182,284,1245
38350,0.757,0.994,0.136,568,1982
38351,0.756,0.05,0.106,294,1008
38352,0.756,0.131,0.136,22,423
38353,0.754,0.147,0.136,843,898
38354,0.754,0.167,0.121,553,1833
38355,0.752,0.197,0.136,70,1234
38356,0.752,0.147,0.106,89,271
38357,0.751,0.103,0.136,532,793
38358,0.75,0.069,0.167,985,1345
38359,0.749,0.078,0.121,529,1959
38360,0.749,0.103,0.106,209,1975
38361,0.748,0.036,0.121,577,1141
38362,0.748,0.044,0.136,173,740
38363,0.748,0.103,0.106,475,1515
38364,0.747,0.181,0.136,982,1274
38365,0.746,0.142,0.106,897,1466
38366,0.746,0.125,0.106,511,621
38367,0.744,0.2,0.152,188,384
38368,0.743,0.261,0.152,345,1556
38369,0.741,0.292,0.258,643,1201
38370,0.738,0.306,0.273,872,1027
38371,0.736,0.311,0.167,963,1288
38372,0.735,0.228,0.152,256,411
38373,0.734,0.153,0.167,354,1477
38374,0.733,0.053,0.152,674,1510
38375,0.733,0.964,0.182,366,1387
38376,0.734,0.908,0.242,98,1255
38377,0.735,0.919,0.258,747,1610
38378,0.736,0.925,0.258,550,1911
38379,0.737,0.964,0.212,200,639
38380,0.737,0.086,0.212,125,353
38381,0.735,0.089,0.227,517,1621
38382,0.735,0.0,0.212,173,498
38383,0.735,0.994,0.197,480,880
38384,0.735,0.075,0.212,900,931
38385,0.734,0.064,0.197,227,805
38386,0.734,0.081,0.182,370,384
38387,0.732,0.047,0.197,231,671
38388,0.733,0.006,0.242,846,1761
