id,t,u,v,w,x,y,z,time_in,time_out
44847,0.763,0.208,0.167,0.129,0.853,0.921,0.862,894,1750
44848,0.76,0.194,0.258,0.107,0.856,0.929,0.807,581,710
44849,0.757,0.169,0.288,0.086,0.858,0.913,0.78,585,1939
44850,0.755,0.172,0.364,0.064,0.861,0.913,0.717,751,1130
44851,0.752,0.158,0.379,0.043,0.863,0.898,0.701,962,1073
44852,0.749,0.144,0.318,0.021,0.865,0.886,0.744,882,1081
44853,0.747,0.1,0.182,0.0,0.868,0.862,0.839,30,1215
44854,0.747,0.822,0.121,0.0,0.87,0.776,0.937,272,1617
44855,0.749,0.694,0.227,0.021,0.873,0.736,0.98,886,944
44856,0.751,0.65,0.273,0.043,0.875,0.732,0.996,48,1188
44857,0.753,0.644,0.273,0.061,0.878,0.736,0.996,543,1913
44858,0.755,0.65,0.227,0.077,0.88,0.76,0.992,960,1950
44859,0.757,0.625,0.136,0.091,0.883,0.819,0.98,426,972
44860,0.757,0.678,0.167,0.107,0.884,0.776,0.98,423,1790
44861,0.759,0.739,0.258,0.122,0.88,0.689,0.965,729,1244
44862,0.762,0.789,0.348,0.137,0.877,0.587,0.917,394,1097
44863,0.766,0.822,0.409,0.152,0.873,0.535,0.87,255,1331
44864,0.769,0.869,0.364,0.168,0.869,0.591,0.846,979,1406
44865,0.77,0.906,0.348,0.183,0.865,0.614,0.815,864,1108
44866,0.772,0.906,0.364,0.198,0.862,0.602,0.807,70,1621
44867,0.774,0.886,0.364,0.215,0.858,0.587,0.823,886,1743
44868,0.776,0.897,0.348,0.232,0.854,0.606,0.823,73,1296
44869,0.778,0.911,0.364,0.251,0.85,0.606,0.803,854,898
44870,0.78,0.906,0.409,0.269,0.847,0.563,0.783,909,1565
44871,0.783,0.894,0.439,0.288,0.843,0.535,0.776,23,1817
44872,0.786,0.914,0.394,0.308,0.839,0.583,0.783,720,1788
44873,0.787,0.919,0.364,0.327,0.836,0.618,0.799,155,1998
44874,0.789,0.917,0.303,0.347,0.832,0.661,0.831,156,1486
44875,0.79,0.942,0.212,0.367,0.828,0.744,0.862,638,1896
44876,0.791,0.006,0.121,0.387,0.825,0.823,0.886,624,1912
44877,0.79,0.194,0.076,0.405,0.821,0.886,0.906,33,1422
44878,0.789,0.294,0.136,0.424,0.817,0.925,0.902,65,1777
44879,0.787,0.319,0.152,0.435,0.814,0.933,0.909,109,1991
44880,0.787,0.356,0.136,0.447,0.81,0.925,0.925,518,1633
44881,0.786,0.356,0.121,0.46,0.806,0.917,0.925,817,1246
44882,0.786,0.231,0.091,0.473,0.803,0.898,0.906,620,1585
44883,0.784,0.125,0.136,0.487,0.799,0.878,0.87,977,1368
44884,0.783,0.056,0.106,0.501,0.795,0.846,0.886,696,1125
44885,0.783,0.039,0.091,0.516,0.792,0.846,0.898,859,1452
44886,0.783,0.039,0.091,0.528,0.788,0.846,0.898,482,1898
44887,0.783,0.95,0.076,0.538,0.784,0.827,0.917,905,1011
44888,0.784,0.875,0.03,0.548,0.781,0.843,0.933,401,1409
44889,0.784,0.2,0.03,0.557,0.777,0.874,0.921,665,1904
44890,0.783,0.2,0.03,0.568,0.774,0.874,0.921,137,1813
44891,0.783,0.328,0.061,0.578,0.77,0.89,0.929,904,1726
44892,0.782,0.342,0.076,0.586,0.766,0.898,0.929,980,1187
44893,0.782,0.125,0.015,0.568,0.763,0.862,0.929,272,939
44894,0.782,0.092,0.076,0.549,0.759,0.862,0.902,415,1432
44895,0.781,0.061,0.076,0.53,0.756,0.854,0.902,949,1714
44896,0.781,0.975,0.091,0.513,0.752,0.827,0.906,301,581
44897,0.781,0.072,0.106,0.495,0.748,0.854,0.886,442,895
44898,0.78,0.044,0.091,0.477,0.745,0.846,0.894,271,1825
44899,0.781,0.075,0.106,0.46,0.741,0.858,0.886,202,1500
44900,0.78,0.097,0.121,0.442,0.738,0.862,0.878,308,895
44901,0.78,0.983,0.106,0.426,0.734,0.819,0.894,471,1189
44902,0.78,0.089,0.152,0.41,0.731,0.858,0.858,166,1042
44903,0.778,0.092,0.167,0.395,0.727,0.858,0.846,441,1026
44904,0.778,0.011,0.152,0.38,0.724,0.815,0.866,317,1512
44905,0.778,0.053,0.182,0.366,0.72,0.831,0.843,316,734
44906,0.777,0.033,0.182,0.352,0.717,0.819,0.85,856,889
44907,0.777,0.983,0.152,0.339,0.713,0.803,0.878,842,908
44908,0.777,0.0,0.136,0.328,0.71,0.819,0.882,419,1699
44909,0.777,0.042,0.121,0.317,0.706,0.839,0.878,878,1194
44910,0.776,0.0,0.106,0.308,0.703,0.827,0.894,30,45
44911,0.777,0.019,0.121,0.299,0.699,0.827,0.882,908,1927
44912,0.776,0.05,0.152,0.292,0.696,0.839,0.866,0,1879
44913,0.776,0.047,0.136,0.286,0.692,0.839,0.87,115,627
44914,0.775,0.061,0.136,0.283,0.689,0.846,0.87,979,1416
44915,0.775,0.083,0.136,0.28,0.686,0.858,0.866,64,680
44916,0.774,0.089,0.136,0.279,0.682,0.858,0.87,934,965
44917,0.774,0.044,0.121,0.279,0.679,0.839,0.878,473,1339
44918,0.774,0.078,0.167,0.28,0.675,0.85,0.85,200,773
44919,0.773,0.094,0.182,0.283,0.672,0.858,0.839,30,1773
44920,0.772,0.125,0.182,0.286,0.669,0.878,0.839,862,1660
44921,0.77,0.069,0.152,0.292,0.665,0.846,0.862,455,1977
44922,0.771,0.917,0.136,0.299,0.662,0.783,0.902,114,1378
44923,0.772,0.125,0.121,0.308,0.658,0.874,0.878,179,1377
44924,0.769,0.192,0.197,0.317,0.655,0.917,0.843,663,1346
44925,0.769,0.194,0.106,0.298,0.652,0.898,0.89,293,1867
44926,0.768,0.281,0.121,0.28,0.648,0.917,0.906,163,433
44927,0.767,0.314,0.106,0.262,0.645,0.917,0.917,144,1721
44928,0.766,0.328,0.121,0.245,0.642,0.921,0.917,927,1779
44929,0.764,0.358,0.091,0.228,0.639,0.909,0.929,474,1274
44930,0.764,0.275,0.091,0.213,0.635,0.906,0.913,302,1848
44931,0.763,0.225,0.076,0.198,0.632,0.89,0.909,393,1929
44932,0.763,0.344,0.076,0.185,0.629,0.902,0.929,437,1854
44933,0.762,0.381,0.182,0.173,0.626,0.937,0.925,680,1218
44934,0.761,0.419,0.182,0.163,0.622,0.929,0.945,813,1022
44935,0.76,0.336,0.227,0.152,0.619,0.961,0.894,170,203
44936,0.757,0.261,0.197,0.136,0.616,0.945,0.866,365,965
44937,0.757,0.183,0.167,0.116,0.613,0.909,0.858,627,997
44938,0.755,0.181,0.197,0.096,0.61,0.913,0.843,167,1230
44939,0.753,0.225,0.212,0.077,0.606,0.937,0.846,819,1290
44940,0.751,0.275,0.273,0.061,0.603,0.969,0.839,419,935
44941,0.748,0.306,0.288,0.043,0.6,0.98,0.846,287,799
44942,0.746,0.342,0.227,0.021,0.597,0.961,0.898,977,1929
44943,0.745,0.425,0.106,0.0,0.594,0.902,0.949,333,776
44944,0.745,0.542,0.045,0.0,0.591,0.862,0.949,878,1297
44945,0.745,0.814,0.091,0.021,0.588,0.799,0.941,610,1161
44946,0.747,0.819,0.197,0.03,0.585,0.724,0.929,812,1705
44947,0.748,0.858,0.152,0.048,0.581,0.76,0.921,558,1469
44948,0.749,0.897,0.136,0.068,0.578,0.776,0.909,571,1045
44949,0.75,0.864,0.212,0.089,0.575,0.709,0.902,328,633
44950,0.752,0.875,0.242,0.107,0.572,0.689,0.886,347,1016
44951,0.753,0.875,0.242,0.122,0.569,0.689,0.886,199,1124
44952,0.755,0.9,0.182,0.137,0.566,0.74,0.89,145,1552
44953,0.755,0.953,0.152,0.152,0.563,0.787,0.886,237,544
44954,0.756,0.967,0.121,0.168,0.56,0.807,0.894,703,1924
44955,0.755,0.2,0.152,0.185,0.557,0.909,0.87,617,1146
44956,0.753,0.278,0.121,0.203,0.555,0.921,0.902,816,1118
44957,0.753,0.336,0.061,0.221,0.552,0.894,0.929,321,694
44958,0.752,0.222,0.076,0.228,0.549,0.894,0.906,459,1124
44959,0.752,0.142,0.136,0.213,0.546,0.886,0.87,928,1869
44960,0.75,0.111,0.167,0.198,0.543,0.87,0.846,486,733
44961,0.75,0.108,0.136,0.185,0.54,0.87,0.866,712,1780
44962,0.748,0.189,0.121,0.173,0.537,0.902,0.878,608,1919
44963,0.747,0.203,0.076,0.163,0.534,0.89,0.906,137,965
44964,0.747,0.989,0.045,0.156,0.532,0.843,0.921,789,1555
44965,0.747,0.864,0.136,0.152,0.529,0.772,0.921,878,1250
44966,0.749,0.869,0.136,0.15,0.526,0.772,0.917,35,1652
44967,0.749,0.956,0.106,0.15,0.524,0.811,0.902,441,1073
44968,0.75,0.994,0.136,0.152,0.521,0.815,0.882,88,762
44969,0.749,0.997,0.136,0.156,0.518,0.811,0.878,364,1657
44970,0.75,0.003,0.152,0.163,0.515,0.811,0.87,389,1539
44971,0.749,0.036,0.197,0.173,0.51,0.815,0.839,990,1813
44972,0.749,0.053,0.212,0.183,0.506,0.819,0.823,990,1513
44973,0.748,0.078,0.212,0.192,0.502,0.843,0.823,546,1787
44974,0.747,0.1,0.227,0.203,0.498,0.858,0.811,832,942
44975,0.745,0.114,0.288,0.215,0.493,0.862,0.772,508,566
44976,0.744,0.114,0.318,0.211,0.489,0.858,0.748,585,1074
44977,0.742,0.111,0.303,0.192,0.485,0.854,0.752,781,1457
44978,0.74,0.111,0.288,0.173,0.481,0.858,0.764,736,1322
44979,0.738,0.133,0.288,0.155,0.477,0.882,0.772,818,1589
44980,0.736,0.164,0.273,0.136,0.472,0.909,0.78,31,915
44981,0.734,0.194,0.303,0.116,0.468,0.933,0.78,580,1123
44982,0.731,0.211,0.288,0.096,0.464,0.945,0.787,210,1355
44983,0.728,0.225,0.273,0.077,0.46,0.953,0.803,83,409
44984,0.726,0.236,0.303,0.061,0.456,0.961,0.799,649,1709
44985,0.723,0.25,0.288,0.048,0.451,0.965,0.815,691,1412
44986,0.72,0.264,0.227,0.03,0.447,0.957,0.85,467,1658
44987,0.718,0.244,0.121,0.021,0.443,0.913,0.894,689,1062
44988,0.718,0.083,0.106,0.0,0.439,0.858,0.89,138,382
44989,0.717,0.064,0.152,0.0,0.434,0.843,0.858,939,1562
44990,0.717,0.978,0.152,0.021,0.43,0.795,0.874,500,1721
44991,0.718,0.889,0.212,0.03,0.426,0.72,0.89,182,457
44992,0.72,0.886,0.227,0.048,0.422,0.713,0.89,620,844
44993,0.721,0.922,0.182,0.061,0.418,0.752,0.882,417,940
44994,0.721,0.942,0.167,0.077,0.413,0.776,0.886,408,1272
44995,0.722,0.022,0.106,0.091,0.409,0.835,0.894,227,1211
44996,0.721,0.181,0.121,0.107,0.405,0.898,0.882,738,1460
44997,0.72,0.211,0.121,0.122,0.401,0.906,0.89,132,560
44998,0.719,0.228,0.121,0.107,0.397,0.913,0.886,435,603
44999,0.717,0.233,0.197,0.091,0.392,0.937,0.858,21,287
45000,0.715,0.233,0.227,0.077,0.388,0.945,0.843,440,1483
45001,0.714,0.253,0.152,0.061,0.384,0.929,0.882,975,1613
45002,0.712,0.308,0.106,0.048,0.38,0.917,0.913,923,1097
45003,0.712,0.303,0.136,0.03,0.376,0.925,0.909,857,861
45004,0.711,0.258,0.136,0.021,0.371,0.921,0.894,493,1941
45005,0.709,0.214,0.091,0.021,0.367,0.898,0.898,39,853
45006,0.708,0.167,0.106,0.0,0.363,0.886,0.89,759,1546
45007,0.708,0.092,0.121,0.0,0.359,0.862,0.874,661,1801
45008,0.708,0.058,0.167,0.021,0.355,0.839,0.854,32,1446
45009,0.707,0.039,0.136,0.043,0.35,0.835,0.874,851,1320
45010,0.707,0.031,0.076,0.061,0.346,0.846,0.906,832,988
45011,0.706,0.078,0.061,0.077,0.342,0.858,0.913,589,1145
45012,0.706,0.897,0.076,0.096,0.338,0.819,0.925,170,816
45013,0.708,0.95,0.045,0.116,0.333,0.839,0.925,276,1434
45014,0.707,0.375,0.015,0.125,0.329,0.866,0.937,435,1174
45015,0.707,0.483,0.03,0.116,0.325,0.866,0.945,537,1561
45016,0.706,0.336,0.061,0.107,0.321,0.894,0.929,135,277
45017,0.706,0.353,0.076,0.096,0.317,0.898,0.933,229,277
45018,0.706,0.375,0.091,0.089,0.312,0.906,0.933,477,1181
45019,0.705,0.386,0.136,0.077,0.308,0.921,0.937,423,1260
45020,0.704,0.375,0.167,0.061,0.304,0.933,0.925,267,550
45021,0.703,0.35,0.167,0.048,0.3,0.937,0.917,93,197
45022,0.701,0.325,0.121,0.03,0.295,0.925,0.913,107,1959
45023,0.701,0.264,0.121,0.021,0.291,0.921,0.898,600,1991
45024,0.699,0.208,0.106,0.021,0.287,0.902,0.89,328,786
45025,0.699,0.111,0.061,0.0,0.283,0.866,0.909,744,1643
45026,0.698,0.025,0.076,0.0,0.279,0.846,0.906,715,1479
45027,0.698,0.064,0.091,0.0,0.275,0.85,0.894,512,1669
45028,0.698,0.097,0.091,0.0,0.27,0.862,0.894,375,651
45029,0.697,0.156,0.076,0.0,0.266,0.882,0.898,907,1967
45030,0.696,0.2,0.03,0.0,0.262,0.874,0.921,590,1202
45031,0.697,0.539,0.03,0.0,0.258,0.862,0.945,770,1698
45032,0.697,0.411,0.045,0.0,0.253,0.882,0.941,489,1093
45033,0.696,0.575,0.03,0.0,0.249,0.858,0.949,19,908
45034,0.697,0.564,0.03,0.0,0.245,0.858,0.945,405,1826
45035,0.696,0.392,0.045,0.0,0.241,0.886,0.937,13,1007
45036,0.696,0.442,0.061,0.0,0.237,0.882,0.945,983,1774
45037,0.697,0.519,0.091,0.021,0.232,0.87,0.961,123,469
45038,0.697,0.483,0.152,0.021,0.228,0.89,0.965,140,245
45039,0.696,0.508,0.182,0.021,0.224,0.878,0.976,78,1907
45040,0.697,0.533,0.197,0.021,0.22,0.858,0.984,525,1169
45041,0.697,0.519,0.212,0.03,0.216,0.87,0.98,712,901
45042,0.698,0.542,0.197,0.043,0.211,0.854,0.988,650,1343
45043,0.698,0.564,0.182,0.048,0.207,0.843,0.988,452,834
45044,0.699,0.567,0.167,0.061,0.203,0.843,0.984,971,1128
45045,0.699,0.517,0.167,0.068,0.199,0.874,0.976,595,1680
45046,0.699,0.514,0.152,0.077,0.195,0.874,0.976,343,1260
45047,0.7,0.503,0.136,0.086,0.19,0.878,0.969,412,1424
45048,0.699,0.5,0.136,0.089,0.186,0.882,0.969,938,1169
45049,0.7,0.561,0.121,0.096,0.182,0.854,0.976,67,910
45050,0.7,0.556,0.091,0.107,0.178,0.858,0.969,435,799
45051,0.7,0.478,0.076,0.122,0.174,0.878,0.953,791,1990
45052,0.7,0.347,0.152,0.137,0.169,0.929,0.917,888,1727
45053,0.698,0.292,0.273,0.152,0.165,0.976,0.846,251,1139
45054,0.695,0.272,0.348,0.152,0.161,0.984,0.791,881,1983
45055,0.692,0.272,0.379,0.137,0.157,0.988,0.772,670,1770
45056,0.688,0.286,0.424,0.122,0.153,0.996,0.752,981,1467
45057,0.684,0.319,0.424,0.107,0.149,1.0,0.791,577,1150
45058,0.68,0.406,0.303,0.091,0.144,0.957,0.917,994,1123
45059,0.681,0.422,0.303,0.077,0.14,0.945,0.929,592,1878
45060,0.679,0.333,0.409,0.061,0.136,1.0,0.807,809,1697
45061,0.674,0.308,0.455,0.048,0.132,1.0,0.752,550,956
45062,0.669,0.311,0.394,0.03,0.128,0.996,0.795,653,1387
45063,0.666,0.294,0.303,0.021,0.123,0.98,0.835,538,1316
45064,0.663,0.228,0.197,0.021,0.119,0.933,0.858,271,1388
45065,0.662,0.092,0.167,0.0,0.115,0.858,0.846,862,1603
45066,0.662,0.978,0.242,0.0,0.111,0.748,0.831,398,483
45067,0.663,0.947,0.303,0.021,0.107,0.685,0.811,197,1832
45068,0.664,0.95,0.303,0.03,0.103,0.689,0.811,574,1970
45069,0.665,0.953,0.288,0.048,0.098,0.697,0.815,531,1758
45070,0.666,0.978,0.288,0.061,0.094,0.717,0.799,449,1156
45071,0.666,0.003,0.288,0.077,0.09,0.748,0.791,984,1499
45072,0.666,0.056,0.273,0.086,0.086,0.803,0.78,58,223
45073,0.664,0.086,0.288,0.086,0.082,0.831,0.768,10,824
45074,0.663,0.089,0.288,0.086,0.078,0.835,0.772,419,1619
45075,0.661,0.089,0.273,0.086,0.074,0.839,0.78,94,1437
45076,0.66,0.078,0.242,0.086,0.07,0.835,0.799,600,1595
45077,0.659,0.081,0.242,0.086,0.065,0.839,0.803,747,1961
45078,0.658,0.056,0.197,0.086,0.061,0.827,0.831,697,815
45079,0.658,0.061,0.167,0.086,0.057,0.839,0.85,737,1223
45080,0.657,0.131,0.182,0.086,0.053,0.882,0.843,327,590
45081,0.656,0.186,0.182,0.086,0.049,0.913,0.85,154,1645
45082,0.654,0.244,0.167,0.086,0.045,0.929,0.874,466,542
45083,0.653,0.336,0.091,0.089,0.041,0.906,0.925,356,1875
45084,0.653,0.308,0.091,0.096,0.038,0.906,0.921,25,667
45085,0.652,0.239,0.152,0.107,0.034,0.921,0.882,98,518
45086,0.65,0.194,0.152,0.11,0.03,0.909,0.87,728,1849
45087,0.649,0.064,0.106,0.116,0.026,0.85,0.886,413,849
45088,0.649,0.997,0.136,0.125,0.021,0.811,0.878,268,1343
45089,0.649,0.089,0.182,0.13,0.017,0.854,0.843,317,1952
45090,0.846,0.478,0.076,0.382,0.522,0.878,0.953,455,1543
45091,0.847,0.433,0.091,0.399,0.524,0.894,0.949,511,1241
45092,0.846,0.325,0.106,0.417,0.526,0.917,0.917,380,740
45093,0.845,0.239,0.106,0.435,0.528,0.909,0.898,256,1603
45094,0.843,0.094,0.076,0.453,0.53,0.862,0.898,31,1923
45095,0.844,0.075,0.106,0.472,0.532,0.858,0.886,683,1379
45096,0.843,0.169,0.182,0.49,0.534,0.906,0.843,460,1250
45097,0.842,0.156,0.182,0.509,0.536,0.898,0.843,343,1726
45098,0.84,0.111,0.182,0.528,0.538,0.87,0.839,936,1940
45099,0.839,0.1,0.197,0.548,0.54,0.862,0.831,766,1980
45100,0.838,0.069,0.136,0.567,0.542,0.85,0.87,215,1355
45101,0.838,0.125,0.076,0.586,0.544,0.87,0.902,617,1559
45102,0.837,0.183,0.091,0.606,0.547,0.89,0.898,970,1371
45103,0.837,0.1,0.091,0.626,0.549,0.866,0.89,334,504
45104,0.836,0.125,0.121,0.646,0.551,0.878,0.878,766,1503
45105,0.835,0.125,0.091,0.666,0.553,0.874,0.89,246,1711
45106,0.835,0.075,0.106,0.686,0.555,0.858,0.886,938,1436
45107,0.834,0.05,0.152,0.707,0.558,0.839,0.866,485,1009
45108,0.834,0.0,0.167,0.727,0.56,0.803,0.866,818,1298
45109,0.834,0.95,0.152,0.742,0.562,0.787,0.89,734,1662
45110,0.835,0.969,0.121,0.745,0.565,0.811,0.894,583,635
45111,0.835,0.097,0.167,0.75,0.567,0.862,0.846,43,784
45112,0.833,0.081,0.182,0.755,0.569,0.85,0.839,773,1106
45113,0.833,0.0,0.167,0.752,0.572,0.803,0.866,882,1983
45114,0.833,0.019,0.167,0.739,0.574,0.815,0.858,444,1396
45115,0.832,0.078,0.167,0.727,0.577,0.85,0.85,573,1615
45116,0.832,0.961,0.136,0.715,0.579,0.799,0.894,507,951
45117,0.833,0.897,0.152,0.704,0.582,0.768,0.906,763,1793
45118,0.833,0.875,0.152,0.691,0.584,0.76,0.913,937,1834
45119,0.835,0.825,0.167,0.679,0.587,0.748,0.933,886,1321
45120,0.836,0.797,0.136,0.666,0.589,0.768,0.945,149,457
45121,0.837,0.764,0.167,0.646,0.592,0.744,0.957,760,1917
45122,0.839,0.775,0.167,0.626,0.594,0.752,0.953,902,1159
45123,0.841,0.853,0.136,0.606,0.597,0.768,0.925,850,1263
45124,0.841,0.931,0.136,0.586,0.6,0.787,0.898,550,1093
45125,0.842,0.986,0.121,0.567,0.602,0.815,0.89,975,1397
45126,0.842,0.983,0.091,0.548,0.605,0.823,0.902,724,1463
45127,0.842,0.978,0.076,0.528,0.608,0.831,0.909,807,982
45128,0.842,0.125,0.061,0.509,0.61,0.87,0.909,180,1614
45129,0.841,0.206,0.091,0.49,0.613,0.898,0.898,478,968
45130,0.84,0.197,0.152,0.472,0.616,0.909,0.87,632,1600
45131,0.838,0.153,0.121,0.453,0.619,0.886,0.878,210,1350
45132,0.838,0.086,0.061,0.435,0.621,0.862,0.906,868,1501
45133,0.838,0.15,0.091,0.417,0.624,0.882,0.89,746,1018
45134,0.837,0.175,0.167,0.399,0.627,0.906,0.858,179,826
45135,0.835,0.189,0.167,0.382,0.63,0.913,0.858,248,1493
45136,0.834,0.164,0.121,0.366,0.633,0.894,0.878,801,1888
45137,0.833,0.156,0.152,0.349,0.635,0.894,0.858,470,1078
45138,0.832,0.169,0.167,0.334,0.638,0.902,0.854,457,1243
45139,0.831,0.139,0.106,0.319,0.641,0.882,0.882,120,1120
45140,0.83,0.15,0.136,0.304,0.644,0.886,0.87,364,529
45141,0.828,0.175,0.197,0.289,0.647,0.909,0.835,437,1414
45142,0.827,0.164,0.212,0.273,0.65,0.906,0.827,237,1323
45143,0.825,0.15,0.197,0.258,0.653,0.894,0.831,71,1551
45144,0.824,0.164,0.212,0.243,0.656,0.906,0.831,318,1923
45145,0.822,0.194,0.197,0.228,0.659,0.921,0.839,219,951
45146,0.82,0.208,0.182,0.213,0.662,0.921,0.854,330,1798
45147,0.819,0.197,0.167,0.198,0.665,0.917,0.858,516,1630
45148,0.817,0.181,0.212,0.185,0.668,0.913,0.831,656,1855
45149,0.815,0.167,0.258,0.173,0.671,0.909,0.799,516,1727
45150,0.813,0.147,0.258,0.163,0.674,0.894,0.791,637,736
45151,0.812,0.139,0.258,0.155,0.677,0.89,0.791,288,1539
45152,0.809,0.161,0.303,0.144,0.68,0.906,0.768,449,459
45153,0.807,0.169,0.303,0.136,0.683,0.913,0.76,531,539
45154,0.805,0.158,0.288,0.122,0.686,0.906,0.776,670,1817
45155,0.802,0.161,0.288,0.107,0.689,0.906,0.776,373,1502
45156,0.8,0.178,0.318,0.089,0.692,0.921,0.756,994,1435
45157,0.797,0.189,0.364,0.068,0.695,0.929,0.728,901,1158
45158,0.79,0.175,0.348,0.03,0.702,0.917,0.732,607,1673
45159,0.788,0.136,0.318,0.021,0.704,0.882,0.744,957,1515
45160,0.786,0.106,0.348,0.0,0.705,0.843,0.724,849,1209
45161,0.784,0.094,0.379,0.021,0.706,0.819,0.701,639,1240
45162,0.782,0.094,0.394,0.03,0.708,0.807,0.677,814,1627
45163,0.779,0.1,0.424,0.048,0.709,0.811,0.661,860,1629
45164,0.777,0.1,0.409,0.061,0.71,0.815,0.669,582,1670
45165,0.774,0.097,0.379,0.068,0.711,0.823,0.701,993,1883
45166,0.773,0.078,0.318,0.077,0.712,0.815,0.748,171,1399
45167,0.772,0.05,0.273,0.091,0.713,0.795,0.78,252,1533
45168,0.771,0.056,0.258,0.107,0.714,0.815,0.799,887,1153
45169,0.77,0.103,0.242,0.122,0.715,0.858,0.795,49,1255
45170,0.769,0.103,0.212,0.13,0.716,0.862,0.819,815,1994
45171,0.768,0.081,0.167,0.129,0.717,0.85,0.85,79,617
45172,0.767,0.05,0.152,0.125,0.718,0.839,0.866,637,1427
45173,0.767,0.089,0.152,0.116,0.719,0.858,0.858,630,1881
45174,0.764,0.178,0.106,0.096,0.721,0.894,0.89,649,1718
45175,0.763,0.231,0.167,0.089,0.722,0.925,0.87,910,1862
45176,0.762,0.206,0.167,0.077,0.723,0.917,0.862,502,653
45177,0.761,0.167,0.136,0.061,0.724,0.898,0.87,463,603
45178,0.76,0.189,0.167,0.043,0.725,0.913,0.858,923,1451
45179,0.758,0.203,0.136,0.021,0.726,0.909,0.878,35,445
45180,0.757,0.2,0.045,0.0,0.727,0.878,0.917,141,1810
45181,0.757,0.4,0.03,0.0,0.728,0.874,0.937,66,329
45182,0.757,0.564,0.091,0.021,0.729,0.854,0.969,691,1296
45183,0.76,0.625,0.091,0.061,0.736,0.835,0.965,342,415
45184,0.76,0.578,0.061,0.064,0.737,0.854,0.957,345,1593
45185,0.76,0.692,0.091,0.064,0.739,0.815,0.961,510,1629
45186,0.762,0.636,0.061,0.068,0.74,0.839,0.961,822,1399
45187,0.761,0.564,0.121,0.077,0.741,0.85,0.972,626,861
45188,0.763,0.572,0.197,0.086,0.742,0.831,0.992,503,524
45189,0.763,0.483,0.212,0.089,0.744,0.894,0.969,251,1817
45190,0.763,0.5,0.182,0.096,0.745,0.882,0.972,649,1759
45191,0.763,0.608,0.197,0.107,0.747,0.807,0.992,960,1400
45192,0.765,0.592,0.167,0.122,0.748,0.827,0.988,122,1330
45193,0.765,0.575,0.167,0.137,0.749,0.839,0.984,333,375
45194,0.766,0.611,0.182,0.152,0.751,0.807,0.992,618,1192
45195,0.767,0.578,0.167,0.168,0.752,0.835,0.988,490,1309
45196,0.769,0.575,0.212,0.198,0.755,0.831,0.992,880,1809
45197,0.769,0.553,0.182,0.211,0.757,0.846,0.984,166,1064
45198,0.77,0.5,0.136,0.215,0.758,0.882,0.969,969,1754
45199,0.769,0.394,0.121,0.215,0.76,0.913,0.937,51,292
45200,0.769,0.519,0.091,0.219,0.762,0.87,0.961,739,1105
45201,0.769,0.606,0.121,0.224,0.763,0.831,0.976,474,1836
45202,0.77,0.6,0.121,0.231,0.765,0.835,0.976,562,885
45203,0.771,0.553,0.136,0.24,0.767,0.854,0.976,541,1799
45204,0.771,0.561,0.167,0.251,0.768,0.846,0.984,374,743
45205,0.772,0.553,0.182,0.259,0.77,0.846,0.984,89,733
45206,0.772,0.425,0.212,0.269,0.772,0.929,0.945,975,1347
45207,0.77,0.425,0.212,0.28,0.773,0.929,0.945,543,1696
45208,0.77,0.464,0.182,0.292,0.775,0.906,0.961,901,1473
45209,0.769,0.453,0.167,0.305,0.777,0.909,0.957,298,552
45210,0.769,0.453,0.182,0.319,0.779,0.909,0.957,63,1650
45211,0.769,0.5,0.167,0.334,0.781,0.882,0.972,616,1562
45212,0.769,0.6,0.136,0.349,0.782,0.831,0.98,137,1349
45213,0.769,0.686,0.091,0.364,0.784,0.815,0.965,95,1989
45214,0.77,0.764,0.136,0.38,0.786,0.776,0.953,634,1984
45215,0.772,0.75,0.136,0.395,0.788,0.768,0.961,988,1166
45216,0.774,0.7,0.136,0.41,0.79,0.783,0.972,107,694
45217,0.775,0.644,0.121,0.424,0.792,0.815,0.976,515,1628
45218,0.775,0.603,0.106,0.435,0.794,0.839,0.972,440,898
45219,0.776,0.647,0.106,0.447,0.796,0.819,0.972,436,832
45220,0.777,0.65,0.091,0.46,0.798,0.823,0.969,673,1463
45221,0.778,0.556,0.106,0.473,0.8,0.858,0.969,242,1349
45222,0.777,0.503,0.167,0.487,0.802,0.882,0.972,155,335
45223,0.777,0.475,0.182,0.501,0.804,0.898,0.965,715,1001
45224,0.777,0.447,0.182,0.516,0.806,0.913,0.957,16,1196
45225,0.776,0.567,0.136,0.532,0.808,0.846,0.98,536,985
45226,0.779,0.692,0.197,0.516,0.81,0.752,0.98,296,1977
45227,0.78,0.683,0.182,0.495,0.812,0.768,0.98,315,560
45228,0.781,0.589,0.152,0.473,0.814,0.831,0.984,319,1691
45229,0.781,0.506,0.197,0.452,0.816,0.882,0.976,662,1477
45230,0.781,0.492,0.273,0.43,0.818,0.89,0.972,524,810
45231,0.781,0.508,0.288,0.409,0.821,0.874,0.98,641,1077
45232,0.781,0.517,0.227,0.387,0.823,0.87,0.984,587,1377
45233,0.781,0.547,0.167,0.366,0.825,0.854,0.984,680,896
45234,0.782,0.528,0.167,0.344,0.827,0.866,0.98,968,1746
45235,0.782,0.394,0.242,0.323,0.829,0.953,0.921,709,1090
45236,0.78,0.347,0.303,0.301,0.832,0.98,0.87,340,1583
45237,0.777,0.331,0.258,0.28,0.834,0.969,0.878,232,841
