id,t,u,time_in,time_out
43792,0.754,0.814,254,1022
43793,0.754,0.633,216,521
43794,0.755,0.503,892,1148
43795,0.754,0.375,553,1338
43796,0.752,0.325,363,1638
43797,0.75,0.289,208,1431
43798,0.748,0.217,372,1311
43799,0.747,0.069,24,1824
43800,0.747,0.089,374,884
43801,0.747,0.158,4,1355
43802,0.744,0.028,382,1567
43803,0.746,0.894,57,1031
43804,0.746,0.964,92,1663
43805,0.747,0.028,744,1017
43806,0.745,0.053,505,1728
43807,0.745,0.064,18,255
43808,0.744,0.106,126,1404
43809,0.743,0.042,885,1820
43810,0.743,0.039,232,387
43811,0.742,0.106,898,1314
43812,0.74,0.133,21,1386
43813,0.738,0.144,524,1406
43814,0.736,0.125,349,894
43815,0.736,0.125,273,933
43816,0.734,0.144,542,1685
43817,0.733,0.172,839,1374
43818,0.732,0.228,349,867
43819,0.729,0.236,535,1446
43820,0.728,0.236,950,1182
43821,0.726,0.256,34,747
43822,0.724,0.303,432,1528
43823,0.724,0.375,826,1797
43824,0.723,0.378,866,899
43825,0.721,0.364,294,950
43826,0.719,0.353,863,1070
43827,0.717,0.339,537,1460
43828,0.715,0.319,473,872
43829,0.714,0.886,518,1153
43830,0.716,0.878,165,1230
43831,0.717,0.931,31,658
43832,0.718,0.958,486,553
43833,0.719,0.989,914,1662
43834,0.718,0.067,485,825
43835,0.717,0.117,682,1432
43836,0.715,0.158,363,1568
43837,0.714,0.192,790,1137
43838,0.713,0.183,60,1698
43839,0.713,0.142,729,835
43840,0.712,0.208,329,1815
43841,0.711,0.247,544,654
43842,0.709,0.275,970,985
43843,0.708,0.286,283,1890
43844,0.707,0.294,594,742
43845,0.706,0.581,604,917
43846,0.707,0.642,278,1730
43847,0.707,0.339,554,1699
43848,0.706,0.539,103,1946
43849,0.707,0.45,5,192
43850,0.706,0.186,747,851
43851,0.706,0.939,259,1501
43852,0.707,0.017,934,1050
43853,0.706,0.061,347,812
43854,0.706,0.0,952,1371
43855,0.706,0.956,302,945
43856,0.706,0.139,583,1702
43857,0.705,0.219,288,1011
43858,0.703,0.233,865,1491
43859,0.703,0.261,418,1872
43860,0.703,0.294,943,1634
43861,0.701,0.3,769,1920
43862,0.699,0.325,42,1497
43863,0.699,0.625,799,849
43864,0.7,0.625,538,1200
43865,0.7,0.5,614,997
43866,0.7,0.492,863,1673
43867,0.7,0.55,514,1892
43868,0.701,0.489,158,231
43869,0.7,0.433,151,952
43870,0.7,0.494,473,1107
43871,0.7,0.492,31,1485
43872,0.699,0.472,918,1235
43873,0.7,0.456,19,1067
43874,0.699,0.483,867,1716
43875,0.699,0.517,494,1357
43876,0.699,0.547,710,1437
43877,0.7,0.636,138,596
43878,0.701,0.661,292,1446
43879,0.702,0.625,107,818
43880,0.703,0.558,40,991
43881,0.703,0.508,139,484
43882,0.703,0.478,141,830
43883,0.703,0.289,18,1356
43884,0.702,0.233,278,985
43885,0.701,0.489,624,1156
43886,0.702,0.383,471,1372
43887,0.701,0.219,584,1790
43888,0.699,0.142,406,1353
43889,0.697,0.136,709,1645
43890,0.695,0.156,75,1750
43891,0.691,0.169,41,1412
43892,0.687,0.172,360,1212
43893,0.685,0.164,931,1821
43894,0.683,0.147,228,1031
43895,0.682,0.142,570,1250
43896,0.68,0.172,439,731
43897,0.677,0.206,122,862
43898,0.674,0.239,891,1337
43899,0.672,0.281,255,1902
43900,0.669,0.317,353,382
43901,0.667,0.342,796,1199
43902,0.665,0.347,210,220
43903,0.662,0.342,183,880
43904,0.66,0.336,220,1750
43905,0.658,0.244,210,588
43906,0.657,0.058,748,1306
43907,0.657,0.008,571,1774
43908,0.657,0.992,157,376
43909,0.658,0.025,235,1984
43910,0.657,0.061,423,1520
43911,0.656,0.075,27,63
43912,0.654,0.072,299,331
43913,0.653,0.056,148,1351
43914,0.653,0.036,893,1312
43915,0.653,0.044,675,1131
43916,0.652,0.067,424,626
43917,0.651,0.069,988,1941
43918,0.65,0.064,360,1107
43919,0.649,0.058,625,1110
43920,0.848,0.0,285,688
43921,0.848,0.181,825,1693
43922,0.846,0.186,793,1592
43923,0.844,0.189,665,1988
43924,0.842,0.175,83,1545
43925,0.838,0.142,389,1349
43926,0.837,0.106,784,902
43927,0.836,0.114,589,1994
43928,0.834,0.114,627,1850
43929,0.833,0.989,436,1359
43930,0.834,0.0,367,805
43931,0.833,0.019,393,1206
43932,0.834,0.964,456,1167
43933,0.834,0.958,306,1207
43934,0.834,0.981,202,951
43935,0.834,0.125,317,398
43936,0.832,0.178,522,1206
43937,0.832,0.1,529,1607
43938,0.832,0.064,611,1808
43939,0.831,0.069,738,1412
43940,0.83,0.086,210,1685
43941,0.829,0.111,568,745
43942,0.828,0.044,537,591
43943,0.828,0.033,458,755
43944,0.827,0.906,265,305
43945,0.829,0.806,866,1231
43946,0.831,0.825,525,615
43947,0.832,0.794,404,1277
43948,0.833,0.761,126,1994
43949,0.835,0.75,801,917
43950,0.837,0.778,3,490
43951,0.837,0.875,289,1208
43952,0.837,0.936,428,1870
43953,0.837,0.0,870,1175
43954,0.837,0.0,493,1659
43955,0.837,0.031,748,1190
43956,0.837,0.014,896,1477
43957,0.837,0.975,434,1181
43958,0.837,0.978,238,1038
43959,0.838,0.05,935,1157
43960,0.837,0.089,393,1782
43961,0.836,0.069,839,1576
43962,0.835,0.094,570,652
43963,0.834,0.125,441,709
43964,0.832,0.125,32,1475
43965,0.831,0.128,162,1206
43966,0.829,0.122,635,1080
43967,0.828,0.108,326,1978
43968,0.827,0.092,54,879
43969,0.826,0.089,438,1409
43970,0.825,0.117,8,945
43971,0.824,0.133,670,1941
43972,0.822,0.119,403,1946
43973,0.821,0.086,416,1369
43974,0.82,0.106,537,1576
43975,0.819,0.156,447,1343
43976,0.817,0.175,764,879
43977,0.814,0.175,537,1496
43978,0.811,0.167,776,975
43979,0.809,0.156,149,1751
43980,0.808,0.167,141,389
43981,0.802,0.183,186,1144
43982,0.8,0.15,298,474
43983,0.798,0.142,640,1510
43984,0.795,0.15,42,960
43985,0.793,0.164,185,819
43986,0.79,0.178,269,1539
43987,0.787,0.189,83,485
43988,0.783,0.194,765,1531
43989,0.78,0.194,305,873
43990,0.776,0.183,216,880
43991,0.773,0.164,859,881
43992,0.77,0.144,266,375
43993,0.768,0.136,586,1571
43994,0.766,0.097,797,1691
43995,0.766,0.028,113,1861
43996,0.766,0.014,80,751
43997,0.766,0.053,32,478
43998,0.766,0.053,405,916
43999,0.765,0.094,271,1025
44000,0.763,0.064,990,1452
44001,0.763,0.033,340,1348
44002,0.762,0.517,855,1129
44003,0.762,0.553,527,1849
44004,0.763,0.572,924,1537
44005,0.763,0.522,69,1413
44006,0.763,0.544,422,1572
44007,0.764,0.556,826,1655
44008,0.765,0.492,916,1300
44009,0.764,0.514,970,1543
44010,0.765,0.558,400,1834
44011,0.765,0.675,599,986
44012,0.766,0.761,220,1276
44013,0.766,0.458,469,1474
44014,0.766,0.603,743,1885
44015,0.768,0.633,983,1885
44016,0.769,0.575,127,1268
44017,0.769,0.533,414,1529
44018,0.77,0.544,429,531
44019,0.771,0.564,915,1550
44020,0.772,0.636,282,739
44021,0.774,0.592,814,1398
44022,0.774,0.472,317,620
44023,0.774,0.5,929,1090
44024,0.774,0.467,396,1308
44025,0.773,0.481,304,1961
44026,0.773,0.5,528,1410
44027,0.773,0.544,235,527
44028,0.774,0.561,881,1913
44029,0.774,0.594,296,1220
44030,0.775,0.586,106,1230
44031,0.775,0.483,76,1617
44032,0.775,0.483,741,1380
44033,0.775,0.461,299,567
44034,0.774,0.475,919,1180
44035,0.774,0.375,427,1924
44036,0.772,0.347,263,1872
44037,0.772,0.556,991,1708
44038,0.773,0.567,70,1073
44039,0.773,0.619,829,1412
44040,0.774,0.675,48,907
44041,0.774,0.725,427,1612
44042,0.777,0.714,173,577
44043,0.778,0.644,166,733
44044,0.779,0.625,145,1309
44045,0.78,0.575,116,1531
44046,0.78,0.6,165,1822
44047,0.78,0.636,458,1850
44048,0.781,0.606,72,706
44049,0.783,0.519,812,1705
44050,0.783,0.486,710,1308
44051,0.783,0.497,688,1743
44052,0.782,0.503,355,1838
44053,0.782,0.558,308,742
44054,0.783,0.625,379,1260
44055,0.786,0.636,982,1773
44056,0.786,0.614,972,1129
44057,0.788,0.558,524,1541
44058,0.788,0.472,606,743
44059,0.787,0.447,962,1301
44060,0.786,0.417,800,1675
44061,0.785,0.389,54,604
44062,0.782,0.344,858,1557
44063,0.779,0.308,377,1990
44064,0.775,0.292,911,1496
44065,0.773,0.283,363,1328
44066,0.769,0.272,285,1895
44067,0.766,0.264,880,1589
44068,0.763,0.244,576,1354
44069,0.759,0.211,362,457
44070,0.757,0.181,850,1954
44071,0.756,0.197,409,485
44072,0.752,0.217,481,913
44073,0.749,0.222,597,1094
44074,0.747,0.219,531,596
44075,0.745,0.0,911,1740
44076,0.747,0.744,847,1661
44077,0.751,0.75,60,1687
44078,0.753,0.769,457,1591
44079,0.755,0.808,582,1156
44080,0.756,0.839,164,1719
44081,0.757,0.833,399,460
44082,0.757,0.803,526,826
44083,0.758,0.797,555,844
44084,0.76,0.803,152,532
44085,0.762,0.822,758,1995
44086,0.764,0.867,770,949
44087,0.766,0.906,265,859
44088,0.767,0.892,219,1356
44089,0.769,0.875,516,814
44090,0.772,0.889,760,1397
44091,0.774,0.908,281,539
44092,0.775,0.892,803,1649
44093,0.777,0.875,575,1712
44094,0.78,0.875,565,915
44095,0.782,0.883,61,1558
44096,0.784,0.9,1,571
44097,0.786,0.911,778,1180
44098,0.787,0.939,806,1539
44099,0.787,0.931,773,1424
44100,0.789,0.011,271,1534
44101,0.787,0.15,671,1048
44102,0.786,0.158,750,1057
44103,0.785,0.147,731,953
44104,0.784,0.158,660,1596
44105,0.782,0.15,693,857
44106,0.782,0.0,848,1263
44107,0.782,0.05,30,1941
44108,0.782,0.181,147,1296
44109,0.781,0.011,277,887
44110,0.782,0.875,433,1650
44111,0.783,0.028,430,777
44112,0.782,0.081,58,1507
44113,0.782,0.067,50,503
44114,0.781,0.125,100,1227
44115,0.78,0.125,640,1729
44116,0.78,0.125,40,161
44117,0.78,0.089,993,1897
44118,0.78,0.0,761,1154
44119,0.78,0.028,704,1469
44120,0.78,0.042,285,939
44121,0.78,0.181,317,1360
44122,0.779,0.181,702,1764
44123,0.779,0.086,367,1429
44124,0.778,0.147,274,337
44125,0.777,0.144,149,511
44126,0.776,0.125,4,810
44127,0.774,0.125,138,1278
44128,0.774,0.017,934,1446
44129,0.774,0.972,136,944
44130,0.774,0.011,334,1037
44131,0.774,0.0,664,1213
44132,0.774,0.981,317,1870
44133,0.775,0.042,315,590
44134,0.774,0.075,604,1977
44135,0.773,0.0,273,770
44136,0.774,0.019,772,1754
44137,0.773,0.075,481,1008
44138,0.772,0.075,277,767
44139,0.771,0.075,923,1333
44140,0.77,0.069,63,710
44141,0.769,0.031,164,222
44142,0.769,0.044,693,1752
44143,0.769,0.064,639,887
44144,0.769,0.936,965,1102
44145,0.769,0.025,755,1872
44146,0.769,0.125,56,251
44147,0.768,0.125,489,1401
44148,0.767,0.147,247,612
44149,0.766,0.131,334,1639
44150,0.765,0.075,954,1998
44151,0.765,0.094,666,1793
44152,0.764,0.175,518,1523
44153,0.763,0.136,118,656
44154,0.763,0.95,484,1868
44155,0.763,0.175,645,973
44156,0.763,0.211,792,1831
44157,0.761,0.253,134,1892
44158,0.757,0.281,758,1660
44159,0.757,0.294,283,496
44160,0.753,0.281,56,544
44161,0.752,0.264,803,1133
44162,0.751,0.258,123,1117
44163,0.748,0.272,479,1708
44164,0.747,0.275,830,1269
44165,0.745,0.244,147,1714
44166,0.745,0.172,912,1288
44167,0.743,0.036,473,640
44168,0.745,0.908,163,1417
44169,0.745,0.958,325,791
44170,0.746,0.947,12,124
44171,0.747,0.897,83,1261
44172,0.748,0.894,337,1249
44173,0.749,0.894,401,1248
44174,0.751,0.903,202,1075
44175,0.752,0.897,278,1390
44176,0.753,0.847,980,1400
44177,0.754,0.958,364,1476
44178,0.753,0.375,744,1699
44179,0.753,0.442,598,1282
44180,0.752,0.342,56,559
44181,0.751,0.314,356,1141
44182,0.749,0.292,123,146
44183,0.748,0.189,656,1828
44184,0.749,0.064,19,1080
44185,0.748,0.186,686,1329
44186,0.747,0.192,617,1927
44187,0.745,0.992,392,1415
44188,0.747,0.883,375,1747
44189,0.748,0.978,807,1807
44190,0.748,0.033,565,1070
44191,0.747,0.031,29,1772
44192,0.747,0.058,478,1964
44193,0.746,0.092,567,1244
44194,0.745,0.039,835,1551
44195,0.745,0.036,184,546
44196,0.744,0.103,454,1889
44197,0.742,0.136,711,1803
44198,0.74,0.142,125,1796
44199,0.738,0.131,683,901
44200,0.736,0.133,514,1301
44201,0.735,0.142,290,1335
44202,0.734,0.164,138,727
44203,0.732,0.197,52,411
44204,0.73,0.214,991,1934
44205,0.728,0.233,947,1958
44206,0.726,0.267,777,1677
44207,0.724,0.314,281,1610
44208,0.722,0.372,832,1588
44209,0.721,0.381,653,1327
44210,0.719,0.369,516,566
44211,0.717,0.353,754,1507
44212,0.716,0.286,947,1944
44213,0.715,0.022,726,1515
44214,0.716,0.908,98,1113
44215,0.717,0.892,867,1369
44216,0.719,0.897,739,1481
44217,0.72,0.942,846,1276
44218,0.72,0.031,695,1523
44219,0.72,0.108,403,1254
44220,0.718,0.139,298,518
44221,0.717,0.169,272,1381
44222,0.715,0.194,205,1826
44223,0.713,0.175,193,1258
44224,0.713,0.167,489,1409
44225,0.713,0.258,909,1450
44226,0.711,0.275,120,790
44227,0.709,0.253,670,1723
44228,0.708,0.233,734,1920
44229,0.706,0.242,193,683
44230,0.705,0.439,975,1150
44231,0.706,0.594,274,572
44232,0.706,0.469,441,1125
44233,0.706,0.425,743,1461
44234,0.706,0.55,352,854
44235,0.706,0.875,981,1736
44236,0.707,0.853,123,1134
44237,0.707,0.961,935,1520
44238,0.707,0.086,647,881
44239,0.706,0.103,709,1573
44240,0.706,0.1,386,615
44241,0.706,0.239,546,747
44242,0.705,0.244,425,753
44243,0.703,0.25,304,1678
44244,0.703,0.308,381,1403
44245,0.702,0.322,564,1370
44246,0.701,0.311,86,1132
44247,0.7,0.328,713,1958
44248,0.7,0.511,652,1799
44249,0.7,0.489,117,909
44250,0.699,0.486,618,701
44251,0.699,0.492,797,1863
44252,0.699,0.508,232,1990
44253,0.699,0.478,784,1878
44254,0.699,0.458,511,895
44255,0.699,0.519,928,1739
44256,0.699,0.483,279,1318
44257,0.698,0.453,874,1246
44258,0.698,0.469,279,658
44259,0.698,0.511,522,768
44260,0.698,0.522,645,1037
44261,0.698,0.6,64,518
44262,0.699,0.669,798,1734
44263,0.701,0.603,173,1041
44264,0.701,0.544,993,2000
44265,0.701,0.528,409,876
44266,0.701,0.525,306,1805
44267,0.702,0.536,66,986
44268,0.702,0.506,910,1115
44269,0.702,0.403,908,1358
44270,0.701,0.419,224,1413
44271,0.701,0.464,182,636
44272,0.7,0.3,312,1255
44273,0.701,0.111,921,1645
44274,0.699,0.136,569,1465
44275,0.697,0.164,824,957
44276,0.693,0.172,766,1012
44277,0.689,0.167,492,1313
44278,0.687,0.169,683,1311
44279,0.684,0.183,23,1056
44280,0.683,0.181,907,1182
44281,0.681,0.192,497,1636
44282,0.678,0.217,711,1304
44283,0.674,0.247,949,1971
44284,0.671,0.275,994,1619
44285,0.668,0.3,798,1363
44286,0.665,0.325,434,1861
44287,0.663,0.339,300,1471
44288,0.661,0.317,760,1013
44289,0.659,0.192,936,1070
44290,0.659,0.978,856,906
44291,0.66,0.981,595,1600
44292,0.66,0.992,672,1308
44293,0.66,0.983,651,727
44294,0.66,0.025,578,1977
44295,0.659,0.075,529,1487
44296,0.658,0.075,385,674
44297,0.657,0.067,416,1438
44298,0.656,0.056,555,682
44299,0.655,0.047,820,1369
44300,0.654,0.033,458,1725
44301,0.654,0.047,230,1078
44302,0.653,0.067,768,1979
44303,0.652,0.067,920,1192
44304,0.651,0.05,932,1400
44305,0.848,0.625,134,712
44306,0.848,0.267,851,1801
44307,0.847,0.239,707,1053
44308,0.845,0.222,501,838
44309,0.842,0.181,977,1503
44310,0.842,0.133,993,1246
44311,0.84,0.133,61,932
44312,0.838,0.106,685,1871
44313,0.837,0.114,356,1033
44314,0.835,0.1,581,657
44315,0.835,0.983,882,1433
44316,0.836,0.975,224,1937
44317,0.836,0.056,97,330
44318,0.834,0.064,372,1062
44319,0.834,0.978,98,1125
44320,0.835,0.0,168,1874
44321,0.835,0.217,669,1630
44322,0.833,0.211,903,1686
44323,0.832,0.086,473,1321
44324,0.832,0.978,793,1756
44325,0.832,0.025,45,1126
44326,0.832,0.103,906,1273
44327,0.83,0.097,657,848
44328,0.83,0.011,102,1288
44329,0.829,0.0,850,868
44330,0.83,0.875,987,1674
44331,0.832,0.836,612,1403
44332,0.832,0.822,775,1405
44333,0.834,0.814,573,1197
44334,0.835,0.806,930,1269
44335,0.837,0.808,494,754
44336,0.838,0.894,831,1149
44337,0.838,0.936,182,741
44338,0.839,0.956,548,1907
44339,0.839,0.0,138,1564
44340,0.839,0.011,607,873
44341,0.838,0.989,317,1652
44342,0.839,0.981,755,969
44343,0.839,0.014,31,768
44344,0.839,0.125,177,1917
44345,0.838,0.167,432,1172
44346,0.837,0.119,321,1512
44347,0.837,0.142,439,1330
44348,0.835,0.144,364,1676
44349,0.834,0.142,722,1854
44350,0.832,0.139,414,774
44351,0.831,0.122,82,1191
44352,0.829,0.108,404,1594
44353,0.828,0.075,167,273
44354,0.828,0.072,470,1117
44355,0.827,0.125,296,617
44356,0.825,0.164,490,1299
44357,0.823,0.164,502,1426
44358,0.822,0.153,142,1526
44359,0.821,0.175,870,1948
44360,0.82,0.197,380,1648
44361,0.818,0.194,636,1994
44362,0.815,0.178,420,974
44363,0.813,0.164,45,1800
44364,0.81,0.15,199,1503
44365,0.809,0.15,170,435
44366,0.807,0.175,874,1345
44367,0.804,0.172,175,1253
44368,0.801,0.15,776,1854
44369,0.799,0.147,150,1412
44370,0.797,0.158,53,974
44371,0.794,0.178,743,1475
44372,0.791,0.194,469,1654
44373,0.788,0.197,538,1853
44374,0.784,0.186,134,1934
44375,0.781,0.169,436,1984
44376,0.778,0.144,673,1642
44377,0.776,0.122,668,1140
44378,0.773,0.117,231,1941
44379,0.769,0.069,304,1496
44380,0.768,0.036,555,745
44381,0.768,0.011,509,1724
44382,0.768,0.028,140,926
44383,0.767,0.089,67,1950
44384,0.766,0.094,49,1350
44385,0.766,0.1,663,1021
44386,0.765,0.069,588,1045
44387,0.765,0.047,794,1698
44388,0.764,0.078,411,762
44389,0.763,0.064,465,1783
44390,0.763,0.119,910,1271
44391,0.761,0.194,885,1759
44392,0.761,0.55,391,729
44393,0.762,0.531,391,884
44394,0.762,0.55,693,1568
44395,0.763,0.575,758,886
44396,0.763,0.489,918,1024
44397,0.763,0.539,687,1652
44398,0.764,0.606,992,1191
44399,0.765,0.642,458,1005
44400,0.767,0.625,706,1140
44401,0.766,0.364,997,1988
44402,0.765,0.522,137,1303
44403,0.766,0.614,61,1648
44404,0.768,0.575,279,1327
44405,0.768,0.553,761,1151
44406,0.769,0.594,715,1870
44407,0.769,0.608,560,1594
44408,0.771,0.628,998,1863
44409,0.773,0.564,520,1544
44410,0.772,0.481,959,1631
44411,0.772,0.489,806,1810
44412,0.772,0.45,496,1549
44413,0.771,0.5,477,1257
44414,0.772,0.517,291,1987
44415,0.771,0.561,497,915
44416,0.773,0.603,516,1314
44417,0.773,0.619,429,1132
44418,0.774,0.625,403,1018
44419,0.774,0.464,634,1583
44420,0.774,0.456,272,938
44421,0.774,0.481,671,1487
44422,0.774,0.414,88,1288
44423,0.772,0.386,209,243
44424,0.772,0.544,580,581
44425,0.772,0.542,357,725
44426,0.772,0.625,872,985
44427,0.774,0.664,893,1872
44428,0.774,0.678,963,1338
44429,0.776,0.672,421,1749
44430,0.777,0.606,563,697
44431,0.778,0.592,649,870
44432,0.779,0.567,211,1797
44433,0.779,0.625,186,1004
44434,0.78,0.667,829,1361
44435,0.781,0.531,958,1702
44436,0.78,0.45,126,1875
44437,0.779,0.467,510,1495
44438,0.779,0.528,763,911
44439,0.78,0.597,146,1903
44440,0.78,0.706,665,1452
44441,0.782,0.728,834,1631
44442,0.785,0.667,993,1120
44443,0.786,0.581,108,1723
44444,0.786,0.511,882,988
44445,0.786,0.478,590,679
44446,0.786,0.45,586,1053
44447,0.784,0.375,162,1869
44448,0.782,0.358,296,1907
44449,0.78,0.342,45,377
44450,0.778,0.314,323,378
44451,0.775,0.286,33,1188
44452,0.772,0.278,992,1916
44453,0.769,0.283,612,1618
44454,0.765,0.281,248,646
44455,0.763,0.233,778,1897
44456,0.761,0.164,54,1715
44457,0.758,0.156,816,1512
44458,0.757,0.181,147,1497
44459,0.753,0.197,672,1870
44460,0.749,0.189,728,1786
44461,0.747,0.167,847,1123
44462,0.745,0.061,962,1948
44463,0.746,0.775,377,734
44464,0.749,0.717,580,1908
44465,0.752,0.681,605,1276
44466,0.754,0.675,757,958
44467,0.756,0.7,721,1288
44468,0.757,0.711,217,1727
44469,0.757,0.736,508,1516
44470,0.759,0.781,618,712
44471,0.76,0.819,925,1999
44472,0.763,0.839,193,859
44473,0.766,0.872,894,1078
44474,0.768,0.903,642,909
44475,0.769,0.892,733,1004
44476,0.772,0.875,255,485
44477,0.774,0.883,440,1866
44478,0.776,0.903,588,1028
44479,0.777,0.897,77,892
44480,0.78,0.886,184,1168
44481,0.782,0.894,690,1193
44482,0.784,0.897,561,735
44483,0.786,0.897,518,577
44484,0.788,0.914,262,1802
44485,0.789,0.947,955,1827
44486,0.79,0.967,97,155
44487,0.79,0.183,856,940
44488,0.788,0.225,652,1873
44489,0.787,0.167,887,900
44490,0.786,0.142,392,556
44491,0.785,0.153,698,1168
44492,0.783,0.144,440,971
44493,0.783,0.031,885,1763
44494,0.783,0.075,989,1628
44495,0.782,0.089,718,1458
44496,0.782,0.942,920,1315
44497,0.783,0.9,173,254
44498,0.783,0.086,678,940
44499,0.782,0.075,751,1509
44500,0.783,0.078,485,1771
44501,0.782,0.147,165,220
44502,0.781,0.094,777,1327
44503,0.78,0.072,495,1561
44504,0.78,0.044,225,872
44505,0.78,0.0,724,753
44506,0.78,0.064,978,1609
44507,0.78,0.05,880,1008
44508,0.78,0.106,648,1793
44509,0.779,0.125,181,1749
44510,0.779,0.025,776,1563
44511,0.779,0.139,419,700
44512,0.777,0.147,777,1062
44513,0.777,0.083,646,1690
44514,0.776,0.086,355,393
44515,0.775,0.011,17,536
44516,0.776,0.961,200,1061
44517,0.776,0.0,646,1040
44518,0.776,0.014,523,997
44519,0.776,0.983,254,1453
44520,0.776,0.056,946,1901
44521,0.775,0.075,784,1459
44522,0.775,0.014,82,462
44523,0.775,0.044,985,1332
44524,0.774,0.092,740,1837
44525,0.774,0.078,551,973
44526,0.773,0.058,620,1789
44527,0.772,0.069,554,1312
44528,0.771,0.056,28,759
44529,0.771,0.092,782,1526
44530,0.769,0.083,168,954
44531,0.769,0.911,850,1390
44532,0.771,0.061,983,1147
44533,0.769,0.186,490,684
44534,0.768,0.156,379,1609
44535,0.768,0.178,903,954
44536,0.766,0.175,16,1655
44537,0.766,0.194,928,1244
44538,0.765,0.272,391,624
44539,0.764,0.264,796,1788
44540,0.763,0.25,444,860
44541,0.763,0.375,360,1686
44542,0.763,0.344,558,1869
44543,0.763,0.353,380,1693
44544,0.761,0.281,868,1847
44545,0.757,0.258,215,595
44546,0.755,0.231,940,1733
44547,0.753,0.192,11,643
44548,0.752,0.178,515,1556
44549,0.752,0.233,748,1872
44550,0.749,0.256,203,882
44551,0.747,0.269,437,1479
44552,0.746,0.269,486,1320
44553,0.746,0.186,483,1155
44554,0.745,0.944,206,554
44555,0.746,0.861,173,1521
44556,0.747,0.919,373,665
44557,0.747,0.942,964,1497
44558,0.748,0.9,134,838
44559,0.75,0.897,208,408
44560,0.751,0.894,396,989
44561,0.753,0.917,290,1417
44562,0.753,0.944,108,1465
44563,0.754,0.911,919,995
44564,0.755,0.117,42,1957
44565,0.753,0.225,621,1537
44566,0.753,0.281,356,1285
44567,0.752,0.258,709,1939
44568,0.751,0.222,722,1605
44569,0.749,0.181,18,2000
44570,0.748,0.078,506,678
44571,0.749,0.289,635,1793
44572,0.747,0.314,780,1988
44573,0.747,0.194,163,940
44574,0.747,0.911,895,1794
44575,0.749,0.867,37,1452
44576,0.749,0.994,973,1879
44577,0.748,0.019,620,1950
44578,0.748,0.0,641,916
44579,0.749,0.039,471,1940
44580,0.748,0.067,913,1554
44581,0.747,0.044,654,722
44582,0.747,0.053,417,969
44583,0.746,0.111,755,1018
44584,0.744,0.136,691,1425
44585,0.742,0.133,335,1804
44586,0.74,0.122,277,1707
44587,0.738,0.114,923,1269
44588,0.736,0.122,392,1305
44589,0.735,0.15,295,1287
44590,0.733,0.189,978,1439
44591,0.73,0.214,548,1392
44592,0.728,0.239,63,334
44593,0.726,0.261,131,1381
44594,0.723,0.286,315,334
44595,0.721,0.331,769,1871
44596,0.719,0.356,134,1014
44597,0.718,0.328,847,1285
44598,0.716,0.256,512,1705
44599,0.716,0.047,886,1512
44600,0.717,0.917,369,841
44601,0.718,0.897,854,1101
44602,0.719,0.911,473,846
44603,0.72,0.894,525,1330
44604,0.721,0.919,877,1785
44605,0.721,0.175,460,1399
44606,0.72,0.233,543,1182
44607,0.719,0.228,430,1947
44608,0.717,0.222,330,735
44609,0.715,0.222,481,845
44610,0.714,0.239,172,818
44611,0.713,0.3,780,1486
44612,0.712,0.286,857,1734
44613,0.71,0.275,479,1227
44614,0.709,0.256,815,1399
44615,0.709,0.2,406,1315
44616,0.707,0.142,374,1337
44617,0.706,0.078,190,1924
44618,0.706,0.953,188,1061
44619,0.707,0.942,197,1918
44620,0.706,0.086,706,891
44621,0.706,0.925,56,1381
44622,0.706,0.911,363,861
44623,0.707,0.861,679,724
44624,0.707,0.75,53,1582
44625,0.707,0.325,651,955
44626,0.707,0.308,475,1986
44627,0.706,0.325,259,1971
44628,0.706,0.328,370,1735
44629,0.705,0.289,464,517
44630,0.704,0.303,950,984
44631,0.703,0.342,339,1506
44632,0.701,0.339,889,1091
44633,0.7,0.344,976,1405
44634,0.699,0.411,417,708
44635,0.699,0.45,971,1483
44636,0.698,0.433,592,1875
44637,0.698,0.456,308,1875
44638,0.698,0.456,905,1436
44639,0.697,0.497,319,1524
44640,0.698,0.494,724,1089
44641,0.697,0.45,448,1486
44642,0.697,0.531,254,944
44643,0.698,0.511,36,125
44644,0.698,0.456,990,1377
44645,0.698,0.461,468,1816
44646,0.697,0.561,728,1185
44647,0.698,0.547,495,1075
44648,0.698,0.556,707,1118
44649,0.699,0.586,390,891
44650,0.699,0.542,174,495
44651,0.699,0.528,980,1740
44652,0.699,0.542,230,404
44653,0.7,0.558,696,1375
44654,0.701,0.533,567,991
44655,0.701,0.514,473,1760
44656,0.701,0.469,669,832
44657,0.7,0.461,312,453
44658,0.7,0.539,282,588
44659,0.701,0.55,636,1506
44660,0.701,0.406,55,402
44661,0.701,0.231,597,649
44662,0.698,0.211,577,801
44663,0.695,0.203,194,1574
44664,0.691,0.2,581,1364
44665,0.688,0.222,932,1251
44666,0.685,0.269,845,922
44667,0.683,0.333,234,1291
44668,0.682,0.272,982,1544
44669,0.679,0.244,612,1204
44670,0.674,0.258,692,741
44671,0.671,0.286,558,1721
44672,0.667,0.303,510,1986
44673,0.664,0.308,241,1891
44674,0.662,0.281,384,1058
44675,0.66,0.125,901,1785
44676,0.66,0.972,124,1793
44677,0.661,0.947,510,1727
44678,0.663,0.961,729,774
44679,0.663,0.986,456,1936
44680,0.663,0.992,739,1643
44681,0.663,0.039,973,983
