id,t,u,v,time_in,time_out
45732,0.757,0.422,0.152,170,1731
45733,0.756,0.364,0.227,1000,1511
45734,0.753,0.358,0.273,218,1761
45735,0.752,0.361,0.227,560,580
45736,0.75,0.286,0.197,711,1243
45737,0.748,0.164,0.197,996,1619
45738,0.747,0.061,0.227,578,1549
45739,0.747,0.008,0.242,378,1781
45740,0.747,0.0,0.182,372,477
45741,0.747,0.917,0.121,463,1403
45742,0.748,0.803,0.197,716,1723
45743,0.75,0.85,0.152,736,1226
45744,0.75,0.875,0.182,61,1583
45745,0.752,0.836,0.258,665,911
45746,0.754,0.839,0.212,131,205
45747,0.756,0.844,0.152,682,1617
45748,0.757,0.875,0.076,97,1616
45749,0.757,0.05,0.03,196,628
45750,0.756,0.2,0.03,18,1582
45751,0.756,0.231,0.167,478,892
45752,0.753,0.183,0.152,787,1991
45753,0.753,0.022,0.076,516,1867
45754,0.753,0.219,0.091,668,1537
45755,0.752,0.317,0.136,252,797
45756,0.751,0.375,0.061,349,577
45757,0.751,0.161,0.061,173,1108
45758,0.75,0.161,0.152,881,1377
45759,0.749,0.922,0.152,337,1144
45760,0.75,0.881,0.182,864,1305
45761,0.751,0.917,0.152,623,812
45762,0.751,0.956,0.136,612,1253
45763,0.752,0.917,0.152,586,1432
45764,0.753,0.933,0.212,485,632
45765,0.753,0.986,0.227,491,1044
45766,0.753,0.039,0.227,100,1397
45767,0.752,0.047,0.212,117,479
45768,0.752,0.058,0.242,299,1292
45769,0.751,0.053,0.258,959,1634
45770,0.75,0.067,0.288,12,1939
45771,0.749,0.1,0.333,379,1182
45772,0.747,0.119,0.348,1000,1994
45773,0.744,0.144,0.348,535,1091
45774,0.741,0.169,0.348,197,227
45775,0.738,0.181,0.333,734,1428
45776,0.736,0.194,0.348,834,857
45777,0.732,0.206,0.364,698,840
45778,0.729,0.214,0.348,647,1164
45779,0.726,0.222,0.348,668,1171
45780,0.722,0.214,0.303,308,1600
45781,0.72,0.147,0.182,129,1304
45782,0.72,0.964,0.167,22,1850
45783,0.721,0.933,0.212,503,990
45784,0.722,0.008,0.212,274,1498
45785,0.721,0.989,0.227,329,971
45786,0.722,0.939,0.227,563,1262
45787,0.722,0.939,0.197,850,1321
45788,0.723,0.914,0.167,605,1421
45789,0.724,0.011,0.106,696,1166
45790,0.723,0.181,0.152,169,1302
45791,0.721,0.203,0.152,391,856
45792,0.72,0.217,0.136,608,1373
45793,0.719,0.222,0.136,536,1596
45794,0.718,0.225,0.197,231,1677
45795,0.715,0.231,0.258,351,890
45796,0.713,0.217,0.152,716,881
45797,0.713,0.178,0.121,589,927
45798,0.711,0.119,0.121,837,1156
45799,0.711,0.075,0.136,893,1058
45800,0.71,0.1,0.136,974,1620
45801,0.709,0.05,0.106,704,1900
45802,0.71,0.981,0.121,942,1508
45803,0.71,0.008,0.136,236,1611
45804,0.71,0.1,0.152,759,1013
45805,0.708,0.136,0.152,886,1883
45806,0.708,0.156,0.076,846,1591
45807,0.708,0.375,0.045,223,938
45808,0.707,0.383,0.091,397,1890
45809,0.706,0.425,0.045,454,692
45810,0.707,0.656,0.045,616,1526
45811,0.708,0.406,0.045,443,757
45812,0.707,0.322,0.121,14,794
45813,0.705,0.317,0.167,239,1438
45814,0.703,0.325,0.167,333,1745
45815,0.702,0.358,0.045,859,1492
45816,0.703,0.9,0.03,273,953
45817,0.703,0.153,0.091,205,321
45818,0.701,0.192,0.121,296,667
45819,0.701,0.1,0.061,310,1600
45820,0.701,0.95,0.121,941,1243
45821,0.701,0.933,0.167,542,1581
45822,0.702,0.047,0.167,282,1143
45823,0.701,0.106,0.167,584,1248
45824,0.7,0.114,0.136,848,1799
45825,0.699,0.114,0.152,201,1200
45826,0.698,0.111,0.167,873,1642
45827,0.696,0.083,0.121,608,1986
45828,0.697,0.892,0.106,76,1151
45829,0.698,0.939,0.076,536,1648
45830,0.698,0.0,0.091,625,1192
45831,0.698,0.025,0.152,845,1324
45832,0.697,0.075,0.197,737,1720
45833,0.696,0.064,0.182,201,1622
45834,0.696,0.044,0.152,812,1788
45835,0.695,0.078,0.106,607,1084
45836,0.694,0.083,0.061,955,1620
45837,0.695,0.75,0.015,186,1116
45838,0.695,0.525,0.091,369,1086
45839,0.695,0.544,0.182,511,1652
45840,0.696,0.553,0.182,356,1674
45841,0.697,0.525,0.167,736,1360
45842,0.697,0.517,0.167,613,665
45843,0.697,0.567,0.121,310,1253
45844,0.698,0.689,0.121,669,1597
45845,0.699,0.758,0.136,275,1450
45846,0.7,0.892,0.045,933,1510
45847,0.699,0.214,0.152,827,1077
45848,0.698,0.25,0.288,305,1402
45849,0.694,0.267,0.394,135,1141
45850,0.69,0.275,0.455,86,856
45851,0.685,0.272,0.47,177,828
45852,0.68,0.272,0.439,129,1634
45853,0.676,0.297,0.364,233,1666
45854,0.673,0.353,0.318,536,1072
45855,0.671,0.358,0.333,929,1655
45856,0.668,0.319,0.242,349,414
45857,0.667,0.167,0.136,769,932
45858,0.667,0.036,0.197,566,1177
45859,0.667,0.989,0.258,728,1293
45860,0.667,0.986,0.303,630,1896
45861,0.667,0.953,0.318,750,1194
45862,0.669,0.942,0.318,861,1877
45863,0.67,0.989,0.273,814,1305
45864,0.669,0.983,0.212,568,762
45865,0.67,0.961,0.167,944,963
45866,0.67,0.05,0.152,157,704
45867,0.669,0.111,0.197,392,1335
45868,0.668,0.125,0.212,483,662
45869,0.666,0.133,0.227,123,855
45870,0.665,0.15,0.227,297,1034
45871,0.663,0.164,0.212,841,1038
45872,0.661,0.192,0.182,753,1486
45873,0.66,0.211,0.136,676,1317
45874,0.659,0.233,0.136,63,384
45875,0.657,0.231,0.182,100,577
45876,0.655,0.183,0.167,939,1336
45877,0.654,0.142,0.212,858,1089
45878,0.653,0.089,0.182,793,834
45879,0.652,0.069,0.167,899,1861
45880,0.651,0.117,0.182,92,809
45881,0.65,0.081,0.152,435,1916
45882,0.65,0.006,0.076,778,1854
45883,0.651,0.186,0.03,247,370
45884,0.65,0.267,0.03,909,1974
45885,0.848,0.3,0.03,283,1077
45886,0.847,0.278,0.076,620,1460
45887,0.846,0.325,0.106,792,1535
45888,0.845,0.369,0.121,831,1212
45889,0.844,0.417,0.121,811,1311
45890,0.843,0.483,0.136,314,1472
45891,0.844,0.425,0.167,603,1416
45892,0.842,0.353,0.212,155,682
45893,0.841,0.394,0.121,750,1122
45894,0.841,0.425,0.106,322,1467
45895,0.84,0.35,0.121,488,860
45896,0.839,0.275,0.091,17,378
45897,0.838,0.164,0.061,437,611
45898,0.838,0.125,0.061,113,1385
45899,0.837,0.192,0.091,619,907
45900,0.836,0.239,0.152,11,290
45901,0.834,0.189,0.045,98,1238
45902,0.836,0.831,0.106,169,1595
45903,0.837,0.925,0.106,289,1702
45904,0.837,0.953,0.152,133,912
45905,0.837,0.972,0.182,203,545
45906,0.837,0.0,0.182,139,1887
45907,0.837,0.036,0.197,945,1186
45908,0.837,0.053,0.197,382,1958
45909,0.837,0.0,0.182,48,1131
45910,0.837,0.025,0.182,966,1050
45911,0.836,0.075,0.212,960,1924
45912,0.835,0.028,0.182,767,1179
45913,0.835,0.986,0.136,271,1935
45914,0.835,0.914,0.091,926,1896
45915,0.836,0.817,0.091,139,1697
45916,0.837,0.783,0.121,546,796
45917,0.838,0.789,0.152,927,1414
45918,0.839,0.789,0.152,34,1375
45919,0.841,0.753,0.136,534,749
45920,0.842,0.625,0.061,677,1664
45921,0.842,0.406,0.076,989,1030
45922,0.841,0.45,0.076,259,1965
45923,0.841,0.5,0.061,474,1696
45924,0.841,0.406,0.076,744,1919
45925,0.841,0.358,0.136,93,574
45926,0.839,0.358,0.136,705,899
45927,0.838,0.375,0.076,462,673
45928,0.838,0.375,0.045,701,1407
45929,0.838,0.339,0.061,742,1007
45930,0.837,0.319,0.152,832,1825
45931,0.836,0.286,0.152,92,1690
45932,0.834,0.233,0.106,935,1217
45933,0.833,0.233,0.106,572,1160
45934,0.832,0.236,0.121,818,1758
45935,0.832,0.164,0.061,269,806
45936,0.832,0.186,0.091,84,1537
45937,0.83,0.222,0.167,990,1411
45938,0.829,0.203,0.152,350,1744
45939,0.827,0.186,0.182,34,972
45940,0.826,0.175,0.212,674,1589
45941,0.824,0.167,0.227,421,1446
45942,0.822,0.158,0.227,357,878
45943,0.82,0.153,0.197,674,1466
45944,0.819,0.161,0.197,719,1840
45945,0.817,0.158,0.197,730,1926
45946,0.816,0.153,0.197,464,1339
45947,0.814,0.167,0.242,994,1013
45948,0.812,0.183,0.288,89,879
45949,0.809,0.183,0.303,284,1378
45950,0.807,0.186,0.273,542,1996
45951,0.805,0.197,0.273,279,1855
45952,0.802,0.206,0.303,515,1642
45953,0.799,0.203,0.333,281,627
45954,0.796,0.178,0.318,498,1343
45955,0.794,0.133,0.303,193,1206
45956,0.792,0.081,0.288,615,664
45957,0.791,0.058,0.318,611,1260
45958,0.79,0.064,0.364,405,1111
45959,0.788,0.083,0.394,739,1910
45960,0.786,0.1,0.424,628,1063
45961,0.784,0.106,0.424,667,1731
45962,0.781,0.103,0.424,774,1846
45963,0.779,0.086,0.379,390,1054
45964,0.777,0.064,0.333,381,757
45965,0.776,0.075,0.303,240,1730
45966,0.774,0.1,0.318,295,404
45967,0.773,0.089,0.288,77,1500
45968,0.772,0.083,0.258,27,408
45969,0.77,0.078,0.227,104,1121
45970,0.769,0.089,0.212,953,1783
45971,0.768,0.111,0.227,552,568
45972,0.767,0.15,0.227,413,1736
45973,0.764,0.194,0.258,207,376
45974,0.763,0.208,0.167,778,1080
45975,0.762,0.239,0.152,839,1802
45976,0.76,0.25,0.182,494,1802
45977,0.758,0.233,0.136,887,1787
45978,0.757,0.125,0.045,603,1573
45979,0.758,0.125,0.03,993,1839
45980,0.757,0.061,0.045,553,816
45981,0.757,0.0,0.045,540,760
45982,0.757,0.631,0.136,402,1062
45983,0.758,0.594,0.152,474,923
45984,0.76,0.581,0.182,542,913
45985,0.761,0.467,0.212,729,1664
45986,0.759,0.453,0.242,994,1817
45987,0.759,0.519,0.212,436,1215
45988,0.759,0.503,0.167,763,1413
45989,0.759,0.575,0.167,128,581
45990,0.761,0.608,0.197,419,1943
45991,0.762,0.547,0.182,109,1362
45992,0.762,0.564,0.212,375,1849
45993,0.763,0.586,0.258,101,899
45994,0.764,0.514,0.227,705,1417
45995,0.763,0.525,0.227,959,1100
45996,0.764,0.581,0.227,485,1179
45997,0.765,0.589,0.227,325,1264
45998,0.767,0.586,0.197,530,586
45999,0.768,0.533,0.152,180,1481
46000,0.768,0.517,0.136,892,959
46001,0.768,0.514,0.121,459,1567
46002,0.768,0.533,0.152,436,1289
46003,0.769,0.539,0.152,994,1707
46004,0.769,0.531,0.136,639,1308
46005,0.769,0.514,0.152,975,1140
46006,0.769,0.442,0.167,571,658
46007,0.768,0.444,0.106,727,765
46008,0.768,0.5,0.061,90,1458
46009,0.768,0.45,0.076,865,1138
46010,0.768,0.375,0.061,811,1080
46011,0.767,0.45,0.03,240,1119
46012,0.767,0.675,0.152,735,892
46013,0.769,0.683,0.227,600,950
46014,0.771,0.683,0.197,806,1594
46015,0.773,0.625,0.106,299,1213
46016,0.773,0.519,0.091,292,1531
46017,0.773,0.572,0.106,36,748
46018,0.773,0.625,0.121,869,1402
46019,0.774,0.642,0.136,227,865
46020,0.775,0.572,0.106,15,1062
46021,0.775,0.625,0.106,666,680
46022,0.777,0.714,0.061,391,1413
46023,0.776,0.078,0.061,239,328
46024,0.776,0.1,0.091,178,664
46025,0.775,0.125,0.045,428,808
46026,0.775,0.6,0.106,992,1998
46027,0.776,0.614,0.197,368,1710
46028,0.778,0.531,0.182,458,1087
46029,0.777,0.436,0.227,234,1622
46030,0.776,0.475,0.197,744,1249
46031,0.776,0.625,0.182,141,1944
46032,0.779,0.619,0.167,463,1811
46033,0.779,0.519,0.167,439,511
46034,0.779,0.472,0.182,946,1566
46035,0.778,0.378,0.212,579,895
46036,0.776,0.364,0.212,394,981
46037,0.775,0.375,0.197,428,907
46038,0.774,0.35,0.212,898,961
46039,0.772,0.314,0.273,644,1120
46040,0.769,0.289,0.273,171,1109
46041,0.767,0.253,0.227,536,1679
46042,0.765,0.242,0.227,836,1075
46043,0.763,0.269,0.182,60,1162
46044,0.762,0.342,0.152,384,937
46045,0.761,0.369,0.152,790,1445
46046,0.76,0.289,0.182,194,1251
46047,0.757,0.231,0.242,921,1761
46048,0.755,0.228,0.318,759,1004
46049,0.752,0.236,0.379,724,1503
46050,0.748,0.256,0.242,340,1081
46051,0.747,0.45,0.076,487,603
46052,0.748,0.522,0.076,500,1082
46053,0.748,0.45,0.076,644,1312
46054,0.747,0.631,0.136,417,1963
46055,0.749,0.678,0.303,593,911
46056,0.752,0.678,0.333,6,1821
46057,0.755,0.697,0.318,642,1694
46058,0.758,0.722,0.348,423,1770
46059,0.762,0.728,0.424,740,1276
46060,0.767,0.719,0.455,630,948
46061,0.77,0.708,0.424,733,1609
46062,0.774,0.711,0.348,601,653
46063,0.777,0.739,0.333,382,1656
46064,0.781,0.781,0.394,814,1706
46065,0.785,0.822,0.303,290,1237
46066,0.786,0.833,0.197,24,1473
46067,0.788,0.733,0.106,799,973
46068,0.788,0.494,0.121,702,1320
46069,0.787,0.475,0.182,488,1198
46070,0.787,0.553,0.258,123,908
46071,0.789,0.547,0.273,18,822
46072,0.789,0.483,0.227,920,1666
46073,0.788,0.433,0.227,361,988
46074,0.787,0.458,0.197,335,1423
46075,0.787,0.5,0.136,487,1991
46076,0.787,0.45,0.076,555,1475
46077,0.787,0.906,0.045,43,1890
46078,0.788,0.972,0.136,575,1759
46079,0.787,0.031,0.152,280,660
46080,0.787,0.119,0.136,12,1893
46081,0.786,0.2,0.121,48,1370
46082,0.785,0.375,0.015,420,1455
46083,0.786,0.875,0.03,122,274
46084,0.786,0.061,0.121,838,1434
46085,0.785,0.0,0.136,865,1447
46086,0.786,0.919,0.182,563,1014
46087,0.786,0.008,0.182,785,1321
46088,0.786,0.1,0.227,664,1825
46089,0.784,0.053,0.182,604,1121
46090,0.785,0.958,0.167,665,1502
46091,0.785,0.047,0.182,610,953
46092,0.783,0.036,0.197,598,1947
46093,0.784,0.942,0.182,564,750
46094,0.785,0.0,0.136,883,1049
46095,0.784,0.086,0.197,448,1288
46096,0.783,0.039,0.212,962,1802
46097,0.783,0.931,0.182,766,1673
46098,0.785,0.0,0.136,201,580
46099,0.783,0.064,0.182,15,87
46100,0.783,0.956,0.167,699,1417
46101,0.784,0.131,0.197,851,902
46102,0.781,0.056,0.197,623,1066
46103,0.782,0.961,0.212,53,756
46104,0.782,0.019,0.182,481,608
46105,0.782,0.083,0.197,381,1159
46106,0.78,0.044,0.182,216,1667
46107,0.781,0.014,0.152,817,1941
46108,0.78,0.017,0.136,88,1675
46109,0.781,0.075,0.121,934,1581
46110,0.78,0.142,0.136,509,1743
46111,0.779,0.175,0.152,809,1768
46112,0.776,0.211,0.152,359,1408
46113,0.776,0.233,0.106,579,612
46114,0.774,0.231,0.091,635,1803
46115,0.774,0.125,0.045,134,157
46116,0.774,0.164,0.061,176,1099
46117,0.774,0.125,0.015,8,1804
46118,0.774,0.0,0.0,619,1854
46119,0.774,0.233,0.106,400,1615
46120,0.773,0.231,0.167,243,1178
46121,0.771,0.242,0.182,949,962
46122,0.769,0.258,0.242,984,1263
46123,0.766,0.278,0.212,37,362
46124,0.764,0.278,0.197,407,1188
46125,0.762,0.3,0.121,212,1392
46126,0.763,0.414,0.091,151,1259
46127,0.762,0.375,0.136,908,1185
46128,0.762,0.319,0.242,236,435
46129,0.757,0.317,0.273,358,918
46130,0.757,0.375,0.121,967,1447
46131,0.756,0.375,0.121,531,1281
46132,0.755,0.4,0.182,813,1324
46133,0.754,0.375,0.258,395,1880
46134,0.752,0.356,0.258,629,779
46135,0.75,0.375,0.136,821,1666
46136,0.75,0.269,0.091,898,1359
46137,0.749,0.144,0.091,814,955
46138,0.749,0.017,0.106,393,1942
46139,0.749,0.019,0.152,831,1256
46140,0.748,0.078,0.152,10,550
46141,0.747,0.983,0.106,29,1408
46142,0.748,0.825,0.212,835,1256
46143,0.751,0.844,0.182,288,1543
46144,0.752,0.839,0.136,720,731
46145,0.753,0.781,0.197,861,1360
46146,0.755,0.778,0.167,264,980
46147,0.756,0.786,0.121,180,1527
46148,0.757,0.836,0.061,333,1661
46149,0.757,0.031,0.061,643,1115
46150,0.757,0.125,0.076,239,1067
46151,0.756,0.217,0.152,681,1748
46152,0.754,0.206,0.121,52,1632
46153,0.754,0.125,0.045,342,814
46154,0.753,0.225,0.136,85,1710
46155,0.751,0.206,0.136,136,1823
46156,0.751,0.042,0.045,472,830
46157,0.752,0.0,0.045,413,1483
46158,0.751,0.083,0.136,957,1460
46159,0.75,0.036,0.167,391,1463
46160,0.751,0.981,0.091,245,254
46161,0.751,0.775,0.106,714,1674
46162,0.753,0.819,0.152,986,1519
46163,0.752,0.95,0.136,805,1904
46164,0.753,0.911,0.182,32,1038
46165,0.755,0.892,0.197,797,1232
46166,0.756,0.975,0.167,725,1833
46167,0.755,0.05,0.182,16,525
46168,0.754,0.039,0.212,516,1466
46169,0.754,0.047,0.227,903,1367
46170,0.753,0.047,0.242,926,1562
46171,0.753,0.069,0.258,726,1814
46172,0.751,0.119,0.303,451,937
46173,0.749,0.15,0.333,578,800
46174,0.746,0.172,0.348,151,621
46175,0.743,0.181,0.348,6,1445
46176,0.74,0.175,0.333,630,783
46177,0.737,0.186,0.364,322,975
46178,0.734,0.186,0.379,698,1062
46179,0.73,0.172,0.379,301,608
46180,0.727,0.161,0.379,424,562
46181,0.722,0.067,0.273,27,1939
46182,0.722,0.972,0.242,684,1418
46183,0.723,0.936,0.242,216,651
46184,0.724,0.008,0.197,148,1365
46185,0.723,0.997,0.182,313,476
46186,0.724,0.936,0.197,84,1269
46187,0.724,0.956,0.182,335,380
46188,0.725,0.967,0.152,433,1712
46189,0.725,0.058,0.106,525,1907
46190,0.724,0.133,0.167,847,1671
46191,0.722,0.133,0.197,868,1106
46192,0.721,0.142,0.197,158,1599
46193,0.72,0.153,0.182,569,1970
46194,0.719,0.183,0.212,101,299
46195,0.716,0.189,0.258,225,1998
46196,0.714,0.133,0.182,842,1087
46197,0.713,0.086,0.167,820,933
46198,0.713,0.056,0.167,895,1865
46199,0.713,0.042,0.182,280,1183
46200,0.712,0.078,0.212,631,1871
46201,0.711,0.036,0.167,505,1078
46202,0.711,0.983,0.152,29,644
46203,0.711,0.042,0.106,524,652
46204,0.711,0.125,0.121,260,933
46205,0.709,0.158,0.167,347,582
46206,0.708,0.203,0.152,825,1714
46207,0.707,0.311,0.121,751,1121
46208,0.706,0.408,0.106,303,620
46209,0.706,0.544,0.061,903,1927
46210,0.706,0.517,0.076,504,1890
46211,0.706,0.422,0.152,666,1684
46212,0.705,0.411,0.212,364,1293
46213,0.704,0.378,0.212,392,738
46214,0.702,0.369,0.152,371,740
46215,0.702,0.5,0.076,316,1285
46216,0.703,0.564,0.076,712,1814
46217,0.703,0.397,0.076,960,1202
46218,0.702,0.25,0.091,198,1073
46219,0.701,0.992,0.061,543,1742
46220,0.702,0.889,0.121,642,650
46221,0.703,0.889,0.106,508,1529
46222,0.703,0.117,0.091,675,730
46223,0.701,0.192,0.152,426,1998
46224,0.7,0.172,0.106,704,1129
46225,0.7,0.108,0.106,972,1225
46226,0.7,0.131,0.152,134,1502
46227,0.698,0.094,0.136,675,770
46228,0.698,0.933,0.121,568,1048
46229,0.699,0.983,0.076,883,1429
46230,0.698,0.942,0.045,792,885
46231,0.699,0.925,0.076,122,1666
46232,0.699,0.05,0.152,262,1149
46233,0.698,0.05,0.197,419,1915
46234,0.698,0.05,0.212,961,1707
46235,0.697,0.064,0.212,238,504
46236,0.696,0.044,0.182,324,1595
46237,0.696,0.047,0.152,941,1336
46238,0.695,0.139,0.106,691,1149
46239,0.694,0.375,0.03,950,1153
46240,0.694,0.583,0.121,816,1488
46241,0.695,0.503,0.136,301,832
46242,0.695,0.506,0.167,272,692
46243,0.696,0.6,0.197,484,487
46244,0.698,0.653,0.197,401,1049
46245,0.699,0.7,0.182,788,1593
46246,0.701,0.758,0.076,6,531
46247,0.7,0.225,0.167,197,611
46248,0.697,0.253,0.333,620,898
46249,0.693,0.267,0.409,316,1186
46250,0.689,0.258,0.439,679,1290
46251,0.685,0.242,0.439,538,1724
46252,0.681,0.228,0.439,762,1481
46253,0.676,0.225,0.409,740,1949
46254,0.673,0.225,0.303,475,656
46255,0.67,0.186,0.212,68,492
46256,0.669,0.061,0.197,831,1571
46257,0.669,0.003,0.273,200,962
46258,0.669,0.994,0.303,892,1083
46259,0.67,0.972,0.333,931,1490
46260,0.67,0.989,0.333,819,1461
46261,0.67,0.967,0.303,984,1750
46262,0.672,0.936,0.303,836,1411
46263,0.672,0.008,0.273,108,812
46264,0.671,0.031,0.242,150,1226
46265,0.671,0.003,0.182,460,1844
46266,0.671,0.069,0.152,272,443
46267,0.67,0.119,0.182,208,441
46268,0.669,0.128,0.197,959,1889
46269,0.668,0.144,0.212,608,1570
46270,0.666,0.158,0.242,11,1188
46271,0.664,0.156,0.227,988,1813
46272,0.662,0.153,0.227,900,1469
46273,0.66,0.133,0.197,884,1837
46274,0.659,0.119,0.197,260,422
46275,0.658,0.111,0.227,234,1566
46276,0.657,0.083,0.227,314,1993
46277,0.656,0.092,0.242,452,1981
46278,0.655,0.078,0.227,187,225
46279,0.654,0.069,0.197,980,1550
46280,0.653,0.089,0.212,85,400
46281,0.652,0.072,0.197,908,1576
46282,0.651,0.083,0.152,581,1097
46283,0.65,0.133,0.106,587,1689
46284,0.65,0.142,0.045,109,1739
46285,0.847,0.506,0.121,738,914
46286,0.846,0.375,0.106,290,956
46287,0.845,0.319,0.152,764,1329
46288,0.843,0.353,0.106,616,730
46289,0.843,0.367,0.091,448,1333
46290,0.842,0.417,0.061,13,1510
46291,0.842,0.339,0.061,883,1671
46292,0.841,0.261,0.152,363,978
46293,0.84,0.272,0.076,301,1583
46294,0.84,0.314,0.061,20,864
46295,0.839,0.239,0.061,341,1008
46296,0.839,0.036,0.061,33,1816
46297,0.839,0.072,0.106,24,1044
46298,0.838,0.1,0.091,841,1021
46299,0.838,0.083,0.121,413,1730
46300,0.837,0.114,0.212,363,1770
46301,0.836,0.028,0.182,659,1556
46302,0.837,0.9,0.182,359,1784
46303,0.837,0.925,0.152,531,1920
46304,0.838,0.919,0.167,394,683
46305,0.839,0.95,0.182,298,1776
46306,0.839,0.0,0.182,573,986
46307,0.839,0.025,0.197,222,257
46308,0.838,0.047,0.212,393,995
46309,0.837,0.008,0.197,592,1540
46310,0.838,0.025,0.182,354,550
46311,0.837,0.086,0.197,602,1550
46312,0.837,0.053,0.167,267,1915
46313,0.837,0.047,0.136,304,1942
46314,0.836,0.983,0.106,240,1762
46315,0.837,0.9,0.091,650,1596
46316,0.837,0.794,0.091,95,759
46317,0.838,0.764,0.167,72,1288
46318,0.84,0.772,0.136,788,1738
46319,0.841,0.694,0.091,950,1088
46320,0.842,0.55,0.076,568,926
46321,0.841,0.425,0.045,826,1511
46322,0.841,0.375,0.03,604,687
46323,0.841,0.45,0.03,256,572
46324,0.841,0.367,0.106,180,410
46325,0.839,0.356,0.167,493,1231
46326,0.838,0.394,0.121,465,1089
46327,0.838,0.417,0.121,27,122
46328,0.837,0.456,0.136,35,1461
46329,0.837,0.425,0.167,176,622
46330,0.836,0.375,0.182,927,1178
46331,0.835,0.375,0.106,313,742
46332,0.835,0.269,0.061,180,647
46333,0.834,0.214,0.121,848,1142
46334,0.832,0.233,0.136,896,958
46335,0.832,0.25,0.045,778,1491
46336,0.832,0.256,0.091,706,1637
46337,0.83,0.264,0.167,409,490
46338,0.829,0.272,0.121,467,1089
46339,0.828,0.242,0.136,820,1708
46340,0.826,0.2,0.152,22,684
46341,0.825,0.186,0.197,851,1501
46342,0.823,0.183,0.212,565,1928
46343,0.821,0.172,0.197,300,1492
46344,0.82,0.167,0.197,625,1777
46345,0.818,0.161,0.182,199,388
46346,0.817,0.164,0.182,219,1641
46347,0.815,0.189,0.227,638,1895
46348,0.813,0.2,0.273,756,1377
46349,0.811,0.206,0.288,937,1023
46350,0.808,0.211,0.288,852,865
46351,0.805,0.217,0.273,341,535
46352,0.803,0.214,0.288,958,1210
46353,0.8,0.194,0.303,747,1093
46354,0.798,0.156,0.288,478,1591
46355,0.796,0.106,0.273,119,1897
46356,0.794,0.056,0.288,271,754
46357,0.794,0.039,0.303,687,721
46358,0.793,0.056,0.333,609,1595
46359,0.792,0.083,0.379,551,1240
46360,0.79,0.103,0.409,269,1684
46361,0.787,0.108,0.424,724,1694
46362,0.784,0.103,0.424,515,1518
46363,0.782,0.092,0.394,129,1875
46364,0.78,0.083,0.348,115,1268
46365,0.779,0.092,0.303,900,1063
46366,0.777,0.117,0.303,403,805
46367,0.774,0.097,0.273,850,1448
46368,0.774,0.086,0.273,418,583
46369,0.772,0.075,0.258,79,840
46370,0.772,0.072,0.258,784,1463
46371,0.77,0.097,0.273,425,1253
46372,0.769,0.119,0.303,226,1766
46373,0.766,0.144,0.333,287,1442
46374,0.763,0.144,0.273,666,1260
46375,0.762,0.161,0.212,119,275
46376,0.76,0.186,0.212,13,1952
46377,0.758,0.161,0.136,610,1504
46378,0.758,0.092,0.076,130,611
46379,0.757,0.181,0.061,807,1626
46380,0.757,0.875,0.015,900,1622
46381,0.758,0.0,0.03,134,707
46382,0.758,0.922,0.061,769,1034
46383,0.758,0.5,0.076,786,1177
46384,0.758,0.417,0.197,255,653
46385,0.757,0.444,0.182,84,1717
46386,0.757,0.594,0.152,753,1583
46387,0.758,0.606,0.091,850,1581
46388,0.758,0.558,0.091,527,1776
46389,0.759,0.586,0.167,384,884
46390,0.76,0.542,0.167,749,1373
46391,0.76,0.542,0.197,337,1081
46392,0.761,0.572,0.242,220,620
46393,0.762,0.522,0.227,791,1249
46394,0.762,0.556,0.197,859,1440
46395,0.763,0.614,0.197,128,1507
46396,0.764,0.594,0.197,639,1171
46397,0.765,0.583,0.212,252,1371
46398,0.766,0.539,0.197,294,1698
46399,0.766,0.536,0.182,482,1559
46400,0.767,0.511,0.152,531,1446
46401,0.766,0.525,0.152,281,1125
46402,0.767,0.539,0.152,255,1722
46403,0.767,0.519,0.167,347,868
46404,0.768,0.511,0.152,176,1141
46405,0.767,0.475,0.121,738,1606
46406,0.767,0.589,0.061,484,1983
46407,0.768,0.422,0.061,926,1286
46408,0.767,0.428,0.106,829,1596
46409,0.767,0.5,0.106,626,961
46410,0.767,0.55,0.045,270,925
46411,0.767,0.758,0.121,882,1179
46412,0.769,0.736,0.167,188,1293
46413,0.77,0.669,0.182,697,902
46414,0.772,0.583,0.136,956,1939
46415,0.771,0.517,0.106,443,1051
46416,0.772,0.575,0.106,680,1065
46417,0.773,0.583,0.136,220,1921
46418,0.774,0.594,0.182,339,1411
46419,0.774,0.592,0.152,137,1170
46420,0.774,0.689,0.136,669,1400
46421,0.776,0.75,0.121,226,1299
46422,0.777,0.914,0.061,317,864
46423,0.777,0.036,0.121,669,1114
46424,0.776,0.108,0.152,899,1356
46425,0.775,0.081,0.076,112,481
46426,0.775,0.756,0.091,819,1901
46427,0.777,0.461,0.061,992,1166
46428,0.775,0.358,0.152,258,425
46429,0.774,0.594,0.076,3,195
46430,0.776,0.725,0.167,811,864
46431,0.778,0.686,0.076,615,1630
46432,0.777,0.55,0.03,912,1867
46433,0.778,0.375,0.03,336,1783
46434,0.777,0.275,0.136,510,1168
46435,0.775,0.261,0.152,334,702
46436,0.774,0.261,0.152,893,1490
46437,0.773,0.286,0.197,469,813
46438,0.771,0.294,0.258,501,786
46439,0.769,0.297,0.212,462,593
46440,0.768,0.269,0.182,599,700
